"district","year","week","total_suspected"
"Kalungu District",2022,12,1107
"Kalungu District",2022,14,971
"Kalungu District",2022,15,920
"Kalungu District",2022,2,1528
"Kalungu District",2022,26,1776
"Kalungu District",2022,29,1268
"Kalungu District",2022,30,1234
"Kalungu District",2022,31,664
"Kalungu District",2022,34,1001
"Kalungu District",2022,35,763
"Kalungu District",2022,39,1665
"Kalungu District",2022,41,1846
"Kalungu District",2022,44,1562
"Kalungu District",2022,47,1746
"Kapchorwa District",2022,20,238
"Kapchorwa District",2022,21,252
"Kapchorwa District",2022,22,336
"Kapchorwa District",2022,28,384
"Kapchorwa District",2023,1,197
"Soroti City",2022,34,1732
"Koboko District",2022,4,1265
"Rwampara District",2022,18,414
"Rwampara District",2022,25,416
"Rwampara District",2022,46,367
"Rwampara District",2022,47,337
"Rwampara District",2022,51,223
"Rwampara District",2022,6,248
"Rwampara District",2022,7,246
"Bunyangabu District",2022,45,822
"Bunyangabu District",2022,46,443
"Kyenjojo District",2022,12,2237
"Kyenjojo District",2022,16,2532
"Kyenjojo District",2022,17,2814
"Kyenjojo District",2022,18,2956
"Kyenjojo District",2022,19,4305
"Kyenjojo District",2022,2,2474
"Kyenjojo District",2022,20,1756
"Kyenjojo District",2022,21,2289
"Kyenjojo District",2022,22,3189
"Kyenjojo District",2022,24,5433
"Kyenjojo District",2022,25,4938
"Kyenjojo District",2022,27,3490
"Kyenjojo District",2022,28,4647
"Kyenjojo District",2022,29,4802
"Kyenjojo District",2022,3,1686
"Kyenjojo District",2022,30,3526
"Kyenjojo District",2022,33,4010
"Kyenjojo District",2022,34,1878
"Kyenjojo District",2022,35,2039
"Kyenjojo District",2022,36,2777
"Kyenjojo District",2022,39,2366
"Kyenjojo District",2022,44,4741
"Kyenjojo District",2022,45,3671
"Kyenjojo District",2022,46,2026
"Kyenjojo District",2022,48,2955
"Kyenjojo District",2022,49,2274
"Kyenjojo District",2022,50,2406
"Kyenjojo District",2022,51,902
"Kyenjojo District",2022,52,1530
"Kyenjojo District",2022,9,3018
"Kyenjojo District",2023,1,1702
"Sironko District",2022,20,878
"Sironko District",2022,23,2140
"Sironko District",2022,34,1644
"Sironko District",2022,44,1381
"Bundibugyo District",2022,20,4283
"Bundibugyo District",2022,28,5974
"Bundibugyo District",2022,31,3357
"Bundibugyo District",2022,42,4032
"Bundibugyo District",2022,47,1901
"Kumi District",2022,1,4793
"Kumi District",2022,10,3603
"Kumi District",2022,11,3640
"Kumi District",2022,12,3941
"Kumi District",2022,13,1638
"Kumi District",2022,14,3556
"Kumi District",2022,15,3272
"Kumi District",2022,16,3710
"Kumi District",2022,17,3901
"Kumi District",2022,18,4693
"Kumi District",2022,19,4147
"Kumi District",2022,2,3244
"Kumi District",2022,21,2745
"Kumi District",2022,22,3539
"Kumi District",2022,23,3216
"Kumi District",2022,24,6149
"Kumi District",2022,25,7077
"Kumi District",2022,3,4031
"Kumi District",2022,30,4777
"Kumi District",2022,31,4853
"Kumi District",2022,32,5945
"Kumi District",2022,33,3626
"Kumi District",2022,34,4859
"Kumi District",2022,35,4579
"Kumi District",2022,36,5309
"Kumi District",2022,37,5693
"Kumi District",2022,39,5942
"Kumi District",2022,4,5074
"Kumi District",2022,40,6160
"Kumi District",2022,42,5888
"Kumi District",2022,44,4648
"Kumi District",2022,47,4929
"Kumi District",2022,48,3976
"Kumi District",2022,5,5271
"Kumi District",2022,50,6125
"Kumi District",2022,51,6358
"Kumi District",2022,52,5795
"Kumi District",2022,7,2652
"Kumi District",2022,8,4468
"Kumi District",2023,1,3516
"Bushenyi District",2022,14,2256
"Bushenyi District",2022,15,2098
"Bushenyi District",2022,16,2198
"Bushenyi District",2022,17,1780
"Bushenyi District",2022,38,2296
"Bushenyi District",2022,39,2134
"Bushenyi District",2022,40,2501
"Bushenyi District",2022,41,1898
"Bushenyi District",2022,42,1994
"Bushenyi District",2022,45,1884
"Bulambuli District",2022,19,1337
"Bulambuli District",2022,21,994
"Bulambuli District",2022,23,1617
"Bulambuli District",2022,32,1311
"Bulambuli District",2022,39,1855
"Bulambuli District",2022,50,1230
"Luwero District",2022,2,3391
"Luwero District",2022,37,3728
"Luwero District",2023,1,2639
"Kole District",2022,17,2337
"Kole District",2022,20,2452
"Kole District",2022,25,1901
"Kole District",2022,32,2255
"Kole District",2022,50,728
"Kole District",2022,6,732
"Kibaale District",2022,32,1147
"Kibaale District",2022,37,1111
"Kibaale District",2022,41,1357
"Kibaale District",2022,42,1529
"Kibaale District",2022,43,1595
"Kibaale District",2022,44,1461
"Kibaale District",2022,46,1056
"Kibaale District",2022,47,1330
"Kibaale District",2022,49,1423
"Kibaale District",2022,51,842
"Bushenyi District",2022,43,2142
"Bushenyi District",2022,44,2103
"Buyende District",2022,1,1858
"Buyende District",2022,10,2502
"Buyende District",2022,16,1639
"Buyende District",2022,17,1312
"Buyende District",2022,19,1946
"Buyende District",2022,3,962
"Buyende District",2022,39,2889
"Buyende District",2022,4,1377
"Buyende District",2022,45,2031
"Buyende District",2022,5,1286
"Buyende District",2022,51,1919
"Buyende District",2022,9,2140
"Lwengo District",2022,24,2766
"Terego District",2022,15,2106
"Terego District",2022,22,8500
"Terego District",2022,38,7355
"Terego District",2022,39,7948
"Pallisa District",2022,37,74309
"Soroti District",2022,13,815
"Soroti District",2022,20,1213
"Pader District",2022,12,2913
"Pader District",2023,1,2770
"Kalungu District",2022,13,901
"Luuka District",2023,1,2656
"Buhweju District",2022,1,482
"Buhweju District",2022,10,204
"Buhweju District",2022,12,227
"Buhweju District",2022,13,249
"Buhweju District",2022,14,261
"Buhweju District",2022,15,298
"Buhweju District",2022,16,300
"Buhweju District",2022,17,385
"Buhweju District",2022,18,1001
"Buhweju District",2022,19,432
"Buhweju District",2022,2,141
"Buhweju District",2022,20,128
"Buhweju District",2022,21,170
"Buhweju District",2022,22,201
"Buhweju District",2022,23,322
"Buhweju District",2022,24,393
"Buhweju District",2022,25,487
"Buhweju District",2022,26,375
"Buhweju District",2022,27,385
"Buhweju District",2022,28,370
"Buhweju District",2022,29,291
"Buhweju District",2022,3,369
"Buhweju District",2022,30,243
"Buhweju District",2022,31,190
"Buhweju District",2022,32,75
"Buhweju District",2022,33,285
"Buhweju District",2022,34,269
"Buhweju District",2022,35,208
"Buhweju District",2022,36,265
"Buhweju District",2022,37,192
"Buhweju District",2022,38,265
"Buhweju District",2022,39,323
"Buhweju District",2022,4,378
"Buhweju District",2022,41,224
"Buhweju District",2022,42,216
"Buhweju District",2022,43,305
"Buhweju District",2022,44,270
"Buhweju District",2022,45,270
"Buhweju District",2022,46,120
"Buhweju District",2022,47,287
"Buhweju District",2022,48,245
"Buhweju District",2022,49,168
"Buhweju District",2022,5,389
"Buhweju District",2022,50,94
"Buhweju District",2022,51,154
"Buhweju District",2022,52,162
"Buhweju District",2022,6,330
"Buhweju District",2022,7,352
"Buhweju District",2022,8,297
"Buhweju District",2022,9,255
"Buhweju District",2023,1,282
"Luuka District",2022,52,1674
"Nakasongola District",2022,10,2718
"Nakasongola District",2022,11,2923
"Nakasongola District",2022,12,2038
"Nakasongola District",2022,14,1385
"Nakasongola District",2022,16,1394
"Nakasongola District",2022,18,1860
"Nakasongola District",2022,19,2339
"Nakasongola District",2022,2,1169
"Nakasongola District",2022,25,2092
"Nakasongola District",2022,26,3018
"Nakasongola District",2022,27,2057
"Nakasongola District",2022,28,2463
"Nakasongola District",2022,29,2789
"Nakasongola District",2022,3,1430
"Nakasongola District",2022,30,1912
"Nakasongola District",2022,31,2342
"Nakasongola District",2022,32,1549
"Nakasongola District",2022,33,1993
"Nakasongola District",2022,34,1959
"Nakasongola District",2022,35,1443
"Nakasongola District",2022,36,1548
"Nakasongola District",2022,37,1894
"Nakasongola District",2022,38,2074
"Nakasongola District",2022,39,2757
"Nakasongola District",2022,4,1391
"Nakasongola District",2022,40,2640
"Nakasongola District",2022,41,2776
"Nakasongola District",2022,42,2861
"Nakasongola District",2022,43,4109
"Nakasongola District",2022,44,3285
"Nakasongola District",2022,45,3949
"Nakasongola District",2022,46,1549
"Nakasongola District",2022,47,2244
"Nakasongola District",2022,48,3473
"Nakasongola District",2022,49,2460
"Nakasongola District",2022,5,1032
"Nakasongola District",2022,50,2138
"Nakasongola District",2022,51,1834
"Nakasongola District",2022,52,2056
"Nakasongola District",2022,6,1692
"Nakasongola District",2022,7,1571
"Nakasongola District",2022,8,2882
"Nakasongola District",2022,9,2152
"Buikwe District",2022,32,1609
"Buikwe District",2022,49,3214
"Buikwe District",2023,1,3406
"Lwengo District",2022,34,1244
"Lwengo District",2022,37,1131
"Lwengo District",2022,45,3040
"Kaberamaido District",2022,10,2247
"Kaberamaido District",2022,13,1869
"Kaberamaido District",2022,21,801
"Kaberamaido District",2022,41,4632
"Kaberamaido District",2023,1,3076
"Mayuge District",2022,10,6017
"Mayuge District",2022,13,5344
"Mayuge District",2022,15,4978
"Mayuge District",2022,16,3745
"Mayuge District",2022,2,4084
"Mayuge District",2022,21,3756
"Mayuge District",2022,22,4863
"Mayuge District",2022,30,7243
"Mayuge District",2022,4,3763
"Mayuge District",2022,5,2915
"Mayuge District",2022,7,4335
"Mayuge District",2023,1,5730
"Kyenjojo District",2022,1,3237
"Kyenjojo District",2022,10,3660
"Kyenjojo District",2022,11,3020
"Kyenjojo District",2022,13,1051
"Kyenjojo District",2022,14,1549
"Kyenjojo District",2022,15,1955
"Kyenjojo District",2022,23,4055
"Kyenjojo District",2022,26,3226
"Kyenjojo District",2022,31,2186
"Kyenjojo District",2022,32,1888
"Kyenjojo District",2022,37,2204
"Kyenjojo District",2022,38,2426
"Kyenjojo District",2022,4,2810
"Kyenjojo District",2022,40,2627
"Kyenjojo District",2022,41,3274
"Kyenjojo District",2022,47,3279
"Kyenjojo District",2022,5,3466
"Kyenjojo District",2022,6,2357
"Kyenjojo District",2022,7,3432
"Kyenjojo District",2022,8,3226
"Sembabule District",2022,1,2489
"Sembabule District",2022,13,1225
"Sembabule District",2022,14,1999
"Sembabule District",2022,17,2270
"Sembabule District",2022,18,2374
"Sembabule District",2022,2,2889
"Sembabule District",2022,23,3303
"Sembabule District",2022,24,2881
"Sembabule District",2022,25,3355
"Sembabule District",2022,29,2638
"Sembabule District",2022,3,2255
"Sembabule District",2022,33,1772
"Sembabule District",2022,34,1875
"Sembabule District",2022,35,1747
"Sembabule District",2022,36,1530
"Sembabule District",2022,37,1583
"Sembabule District",2022,38,2012
"Sembabule District",2022,39,2283
"Sembabule District",2022,40,3064
"Sembabule District",2022,41,2873
"Sembabule District",2022,42,2476
"Sembabule District",2022,43,3243
"Sembabule District",2022,44,3070
"Sembabule District",2022,45,3004
"Sembabule District",2022,46,2269
"Sembabule District",2022,47,2066
"Sembabule District",2022,48,2404
"Sembabule District",2022,49,2111
"Sembabule District",2022,5,2414
"Sembabule District",2022,50,2839
"Sembabule District",2022,51,3504
"Sembabule District",2022,52,3073
"Sembabule District",2023,1,3734
"Amudat District",2022,10,990
"Amudat District",2022,11,1114
"Amudat District",2022,12,1093
"Amudat District",2022,16,783
"Amudat District",2022,17,686
"Amudat District",2022,18,537
"Amudat District",2022,19,1175
"Amudat District",2022,2,770
"Amudat District",2022,20,871
"Amudat District",2022,21,838
"Amudat District",2022,22,1764
"Amudat District",2022,23,1015
"Amudat District",2022,24,1729
"Amudat District",2022,25,1317
"Amudat District",2022,26,1537
"Amudat District",2022,27,1489
"Amudat District",2022,28,1581
"Amudat District",2022,29,1195
"Amudat District",2022,3,484
"Amudat District",2022,30,1162
"Amudat District",2022,31,678
"Amudat District",2022,32,631
"Amudat District",2022,35,980
"Amudat District",2022,36,955
"Amudat District",2022,37,1239
"Amudat District",2022,38,1368
"Amudat District",2022,39,1640
"Amudat District",2022,40,1232
"Amudat District",2022,44,728
"Amudat District",2022,46,658
"Amudat District",2022,47,687
"Amudat District",2022,48,567
"Amudat District",2022,49,924
"Amudat District",2022,50,767
"Amudat District",2022,52,500
"Amudat District",2022,7,494
"Amudat District",2022,8,812
"Amudat District",2022,9,913
"Amudat District",2023,1,542
"Serere District",2022,11,4325
"Rukungiri District",2022,41,2371
"Rukungiri District",2022,47,2761
"Mayuge District",2022,35,4537
"Kyenjojo District",2022,42,2563
"Kyenjojo District",2022,43,3591
"Bugweri District",2022,1,4098
"Bugweri District",2022,11,2984
"Bugweri District",2022,12,2630
"Bugweri District",2022,13,1524
"Bugweri District",2022,16,1737
"Bugweri District",2022,17,1602
"Bugweri District",2022,18,1879
"Bugweri District",2022,19,1485
"Bugweri District",2022,20,752
"Bugweri District",2022,21,2925
"Bugweri District",2022,22,3240
"Bugweri District",2022,23,3139
"Bugweri District",2022,24,2862
"Bugweri District",2022,25,3301
"Bugweri District",2022,26,3911
"Bugweri District",2022,27,2419
"Bugweri District",2022,28,2303
"Bugweri District",2022,29,3688
"Bugweri District",2022,30,3544
"Bugweri District",2022,31,2830
"Bugweri District",2022,32,3000
"Bugweri District",2022,33,2358
"Bugweri District",2022,34,2805
"Bugweri District",2022,35,2999
"Bugweri District",2022,36,2411
"Bugweri District",2022,37,2702
"Bugweri District",2022,38,2739
"Bugweri District",2022,39,2847
"Bugweri District",2022,40,2556
"Bugweri District",2022,41,2123
"Bugweri District",2022,42,1952
"Bugweri District",2022,43,2079
"Bugweri District",2022,44,2091
"Bugweri District",2022,46,604
"Bugweri District",2022,47,2341
"Bugweri District",2022,48,2827
"Bugweri District",2022,9,1895
"Rubanda District",2022,1,751
"Rubanda District",2022,11,613
"Rubanda District",2022,13,417
"Rubanda District",2022,16,530
"Rubanda District",2022,19,395
"Rubanda District",2022,2,566
"Rubanda District",2022,24,525
"Rubanda District",2022,3,508
"Rubanda District",2022,33,370
"Rubanda District",2022,34,374
"Rubanda District",2022,35,331
"Rubanda District",2022,36,337
"Rubanda District",2022,37,350
"Rubanda District",2022,38,462
"Rubanda District",2022,39,434
"Rubanda District",2022,4,451
"Rubanda District",2022,41,260
"Rubanda District",2022,47,414
"Rubanda District",2022,5,408
"Rubanda District",2023,1,337
"Bulambuli District",2022,22,458
"Mubende District",2022,11,2318
"Mubende District",2022,18,1717
"Mubende District",2022,19,2678
"Mubende District",2022,2,1196
"Mubende District",2022,20,1581
"Mubende District",2022,25,2111
"Mubende District",2022,26,1702
"Mubende District",2022,29,2804
"Mubende District",2022,3,692
"Mubende District",2022,39,2509
"Mubende District",2022,4,1399
"Mubende District",2022,40,2462
"Mubende District",2022,42,2411
"Mubende District",2022,49,2125
"Mubende District",2022,52,1427
"Mubende District",2022,9,1389
"Mubende District",2023,1,1701
"Kole District",2022,41,1029
"Mitooma District",2022,1,2842
"Mitooma District",2022,10,1754
"Mitooma District",2022,11,1773
"Mitooma District",2022,13,1350
"Mitooma District",2022,19,1494
"Mitooma District",2022,2,1875
"Mitooma District",2022,3,1785
"Mitooma District",2022,32,1062
"Mitooma District",2022,4,1780
"Mitooma District",2022,47,1287
"Mitooma District",2022,5,1351
"Mukono District",2022,2,3768
"Mukono District",2022,6,3566
"Buyende District",2022,22,1793
"Buyende District",2022,6,1968
"Nakapiripirit District",2022,10,1167
"Nakapiripirit District",2022,11,1222
"Nakapiripirit District",2022,12,1347
"Nakapiripirit District",2022,13,848
"Nakapiripirit District",2022,14,785
"Nakapiripirit District",2022,15,828
"Nakapiripirit District",2022,16,780
"Nakapiripirit District",2022,17,1217
"Nakapiripirit District",2022,18,1076
"Nakapiripirit District",2022,19,1073
"Nakapiripirit District",2022,21,938
"Nakapiripirit District",2022,22,742
"Nakapiripirit District",2022,23,1431
"Nakapiripirit District",2022,24,2365
"Nakapiripirit District",2022,25,2008
"Nakapiripirit District",2022,26,1956
"Nakapiripirit District",2022,27,1644
"Nakapiripirit District",2022,28,1883
"Nakapiripirit District",2022,29,1534
"Nakapiripirit District",2022,3,997
"Nakapiripirit District",2022,30,1825
"Nakapiripirit District",2022,31,1479
"Nakapiripirit District",2022,32,1459
"Nakapiripirit District",2022,33,1277
"Nakapiripirit District",2022,34,1190
"Nakapiripirit District",2022,35,1424
"Nakapiripirit District",2022,36,1485
"Nakapiripirit District",2022,37,1188
"Nakapiripirit District",2022,38,1869
"Nakapiripirit District",2022,39,1615
"Nakapiripirit District",2022,4,1034
"Nakapiripirit District",2022,40,1435
"Nakapiripirit District",2022,41,1377
"Nakapiripirit District",2022,42,1451
"Nakapiripirit District",2022,44,1216
"Nakapiripirit District",2022,45,1155
"Nakapiripirit District",2022,47,1798
"Nakapiripirit District",2022,48,1684
"Nakapiripirit District",2022,49,1716
"Nakapiripirit District",2022,5,834
"Nakapiripirit District",2022,50,1022
"Nakapiripirit District",2022,51,556
"Nakapiripirit District",2022,52,666
"Nakapiripirit District",2022,6,860
"Nakapiripirit District",2022,7,1108
"Nakapiripirit District",2022,8,1140
"Nakapiripirit District",2022,9,890
"Moyo District",2022,1,2271
"Moyo District",2022,10,1864
"Moyo District",2022,11,2338
"Moyo District",2022,12,2379
"Moyo District",2022,13,1991
"Moyo District",2022,15,1332
"Moyo District",2022,17,2204
"Moyo District",2022,18,2025
