"district","year","week","total_suspected"
"Kabarole District",2022,29,1885
"Kabarole District",2022,3,536
"Kabarole District",2022,30,1695
"Kabarole District",2022,32,497
"Kabarole District",2022,34,1033
"Kabarole District",2022,36,1154
"Kabarole District",2022,37,918
"Kabarole District",2022,38,1144
"Kabarole District",2022,40,1859
"Kabarole District",2022,42,1884
"Kabarole District",2022,44,1406
"Kabarole District",2022,45,1602
"Kabarole District",2022,46,555
"Kabarole District",2022,47,1510
"Kabarole District",2022,48,1169
"Kabarole District",2022,49,951
"Kabarole District",2022,5,1449
"Kabarole District",2022,52,386
"Kabarole District",2022,6,1842
"Kabarole District",2022,7,1569
"Kabarole District",2022,8,1809
"Kabarole District",2022,9,1671
"Kamwenge District",2022,14,1625
"Kazo District",2022,12,1129
"Kazo District",2022,13,1763
"Kazo District",2022,15,1197
"Kazo District",2022,21,1369
"Kazo District",2022,24,1682
"Kazo District",2022,26,2448
"Kazo District",2022,27,2089
"Kazo District",2022,29,2642
"Kazo District",2022,30,2052
"Kazo District",2022,31,1517
"Kazo District",2022,33,1274
"Kazo District",2022,35,942
"Kazo District",2022,36,1155
"Kazo District",2022,42,1659
"Kazo District",2022,43,2436
"Kazo District",2022,44,2149
"Kazo District",2022,45,2129
"Kalaki District",2022,1,1894
"Kalaki District",2022,10,1924
"Kalaki District",2022,11,2323
"Kalaki District",2022,13,1311
"Kalaki District",2022,14,1686
"Kalaki District",2022,15,2028
"Kalaki District",2022,16,1842
"Kalaki District",2022,17,2230
"Kalaki District",2022,18,1434
"Kalaki District",2022,19,2040
"Kalaki District",2022,2,1374
"Kalaki District",2022,20,1762
"Kalaki District",2022,21,921
"Kalaki District",2022,22,1249
"Kalaki District",2022,23,2094
"Kalaki District",2022,24,3837
"Kalaki District",2022,26,3105
"Kalaki District",2022,27,2069
"Kalaki District",2022,28,2533
"Kalaki District",2022,29,2207
"Kalaki District",2022,3,1264
"Kalaki District",2022,30,1990
"Kalaki District",2022,31,1715
"Kalaki District",2022,35,1163
"Kalaki District",2022,36,1231
"Kalaki District",2022,37,1552
"Kalaki District",2022,38,1629
"Kalaki District",2022,39,2104
"Kalaki District",2022,4,2058
"Kalaki District",2022,40,2928
"Kalaki District",2022,41,2825
"Kalaki District",2022,43,3104
"Kalaki District",2022,44,2502
"Kalaki District",2022,45,2024
"Kalaki District",2022,47,1191
"Kalaki District",2022,48,1745
"Kalaki District",2022,5,1856
"Kalaki District",2022,52,1307
"Kalaki District",2022,6,1953
"Kalaki District",2022,7,1882
"Kalaki District",2022,8,1784
"Kalaki District",2022,9,1776
"Kalaki District",2023,1,1197
"Katakwi District",2022,38,7465
"Katakwi District",2022,45,2692
"Iganga District",2023,1,5408
"Namutumba District",2022,11,5894
"Namutumba District",2022,2,2227
"Namutumba District",2022,33,2669
"Namutumba District",2022,36,3507
"Namutumba District",2022,39,2935
"Namutumba District",2022,40,3589
"Namutumba District",2022,41,2588
"Namutumba District",2022,42,2389
"Namutumba District",2022,43,2873
"Namutumba District",2022,47,3906
"Namutumba District",2022,6,2278
"Namutumba District",2022,8,2330
"Namutumba District",2022,9,2676
"Bukedea District",2022,1,2624
"Bukedea District",2022,2,2408
"Bukedea District",2022,3,2356
"Bukedea District",2022,34,2378
"Bukedea District",2022,35,1981
"Bukedea District",2022,4,2935
"Bukedea District",2022,41,3650
"Bukedea District",2022,42,3044
"Bukedea District",2022,43,2741
"Bukedea District",2022,44,2553
"Bukedea District",2022,45,2065
"Bukedea District",2022,46,2211
"Bukedea District",2022,47,1814
"Bukedea District",2022,5,2583
"Bukedea District",2022,6,2866
"Bukedea District",2022,7,2497
"Bukedea District",2023,1,3078
"Wakiso District",2022,10,9903
"Wakiso District",2022,11,8525
"Wakiso District",2022,12,9879
"Wakiso District",2022,14,10296
"Wakiso District",2022,15,6462
"Wakiso District",2022,16,7330
"Wakiso District",2022,17,7553
"Wakiso District",2022,21,7293
"Wakiso District",2022,22,7328
"Wakiso District",2022,23,9109
"Wakiso District",2022,24,10428
"Wakiso District",2022,29,9518
"Wakiso District",2022,5,7131
"Wakiso District",2022,9,9617
"Sembabule District",2022,10,1306
"Sembabule District",2022,11,1801
"Sembabule District",2022,12,1537
"Sembabule District",2022,15,1879
"Sembabule District",2022,16,1965
"Sembabule District",2022,19,2050
"Sembabule District",2022,20,904
"Sembabule District",2022,21,3068
"Sembabule District",2022,22,2770
"Sembabule District",2022,26,3560
"Sembabule District",2022,27,2679
"Sembabule District",2022,28,3135
"Sembabule District",2022,30,2482
"Sembabule District",2022,31,1534
"Sembabule District",2022,32,1677
"Sembabule District",2022,6,2438
"Sembabule District",2022,7,1877
"Sembabule District",2022,8,2232
"Sembabule District",2022,9,1558
"Kole District",2022,1,713
"Kole District",2022,10,2880
"Kole District",2022,11,3197
"Kole District",2022,12,2178
"Kole District",2022,13,1578
"Kole District",2022,14,2591
"Kole District",2022,16,1221
"Kole District",2022,19,4268
"Kole District",2022,2,843
"Kole District",2022,27,1702
"Kole District",2022,3,1406
"Kole District",2022,30,4922
"Kole District",2022,31,3317
"Kole District",2022,33,3451
"Kole District",2022,35,2616
"Kole District",2022,36,2204
"Kole District",2022,37,3104
"Kole District",2022,42,1528
"Kole District",2022,46,1099
"Kole District",2022,47,2259
"Kole District",2022,48,2733
"Kole District",2022,51,730
"Kole District",2022,9,3055
"Kyankwanzi District",2022,14,363
"Kyankwanzi District",2022,32,424
"Kyankwanzi District",2022,33,963
"Kyankwanzi District",2022,34,900
"Kyankwanzi District",2022,38,1043
"Kyankwanzi District",2022,42,1114
"Kyankwanzi District",2022,43,1326
"Kyankwanzi District",2022,44,1295
"Kyankwanzi District",2022,5,666
"Kyankwanzi District",2022,52,678
"Mbale City",2022,12,4270
"Mbale City",2022,18,2682
"Mbale City",2022,44,2280
"Bukedea District",2022,33,2775
"Bukedea District",2022,36,2094
"Bukedea District",2022,37,3311
"Bukedea District",2022,39,3793
"Bukedea District",2022,40,3298
"Bukedea District",2022,48,2523
"Bukedea District",2022,49,3092
"Bukedea District",2022,50,2983
"Bukedea District",2022,51,1478
"Bukedea District",2022,52,2646
"Amuru District",2022,1,1977
"Amuru District",2022,11,5149
"Amuru District",2022,13,3626
"Amuru District",2022,14,3448
"Amuru District",2022,28,5095
"Amuru District",2022,29,6466
"Amuru District",2022,30,5614
"Amuru District",2022,32,4878
"Amuru District",2022,40,1651
"Amuru District",2022,42,6475
"Amuru District",2022,44,3589
"Amuru District",2022,47,2352
"Amuru District",2022,48,2503
"Amuru District",2022,5,1554
"Amuru District",2022,6,1500
"Amuru District",2022,8,5478
"Amuru District",2022,9,3856
"Pader District",2022,1,3085
"Pader District",2022,11,3420
"Pader District",2022,13,2818
"Pader District",2022,14,3297
"Pader District",2022,15,2376
"Pader District",2022,19,5874
"Pader District",2022,20,5410
"Pader District",2022,3,2181
"Pader District",2022,33,6073
"Pader District",2022,50,4314
"Pader District",2022,51,3852
"Pader District",2022,52,4137
"Pader District",2022,9,3682
"Mpigi District",2022,23,2325
"Mpigi District",2022,25,1679
"Mpigi District",2022,3,1306
"Mpigi District",2022,37,1132
"Adjumani District",2022,46,2604
"Kanungu District",2022,1,3425
"Kanungu District",2022,10,3186
"Kanungu District",2022,11,3684
"Kanungu District",2022,12,3319
"Kanungu District",2022,13,2340
"Kanungu District",2022,14,2078
"Kanungu District",2022,15,3091
"Kanungu District",2022,16,3364
"Kanungu District",2022,17,3480
"Kanungu District",2022,18,2586
"Kanungu District",2022,19,2559
"Kanungu District",2022,2,3478
"Kanungu District",2022,20,2307
"Kanungu District",2022,21,2038
"Kanungu District",2022,22,2410
"Kanungu District",2022,23,2639
"Kanungu District",2022,24,1906
"Kanungu District",2022,25,2310
"Kanungu District",2022,26,3465
"Kanungu District",2022,27,3697
"Kanungu District",2022,28,3389
"Kanungu District",2022,29,3072
"Kanungu District",2022,3,3546
"Kanungu District",2022,30,2535
"Kanungu District",2022,31,2873
"Kanungu District",2022,32,1708
"Kanungu District",2022,33,2213
"Kanungu District",2022,34,2365
"Kanungu District",2022,35,2271
"Kanungu District",2022,36,2068
"Kanungu District",2022,37,1923
"Kanungu District",2022,38,2962
"Kanungu District",2022,39,3994
"Kanungu District",2022,4,3519
"Kanungu District",2022,40,3426
"Kanungu District",2022,41,3161
"Kanungu District",2022,42,3020
"Kanungu District",2022,43,3261
"Kanungu District",2022,44,2842
"Kanungu District",2022,45,2219
"Kanungu District",2022,46,1173
"Kanungu District",2022,47,2082
"Kanungu District",2022,48,2601
"Kanungu District",2022,49,2331
"Kanungu District",2022,5,3338
"Kanungu District",2022,50,1888
"Kanungu District",2022,52,2471
"Kanungu District",2022,6,4054
"Kanungu District",2022,7,3485
"Kanungu District",2022,8,3160
"Kanungu District",2022,9,3408
"Kanungu District",2023,1,2857
"Ngora District",2022,10,1873
"Ngora District",2022,11,2385
"Ngora District",2022,12,3446
"Ngora District",2022,13,784
"Ngora District",2022,14,703
"Ngora District",2022,15,1711
"Ngora District",2022,16,1505
"Ngora District",2022,17,2710
"Ngora District",2022,18,1892
"Ngora District",2022,19,2249
"Ngora District",2022,2,1633
"Ngora District",2022,26,2221
"Ngora District",2022,27,902
"Ngora District",2022,28,1880
"Ngora District",2022,29,1847
"Ngora District",2022,30,2362
"Ngora District",2022,31,2430
"Ngora District",2022,32,1630
"Ngora District",2022,33,1177
"Ngora District",2022,34,1846
"Ngora District",2022,35,1670
"Ngora District",2022,36,1100
"Ngora District",2022,37,2605
"Ngora District",2022,38,2622
"Ngora District",2022,39,2590
"Ngora District",2022,40,1870
"Ngora District",2022,41,1497
"Ngora District",2022,42,1292
"Ngora District",2022,43,2774
"Ngora District",2022,44,1989
"Ngora District",2022,45,1633
"Ngora District",2022,46,1306
"Ngora District",2022,47,2027
"Ngora District",2022,49,2748
"Ngora District",2022,5,2191
"Ngora District",2022,50,472
"Ngora District",2022,52,2156
"Ngora District",2022,6,2357
"Ngora District",2022,7,2299
"Ngora District",2022,8,3187
"Ngora District",2022,9,1911
"Ngora District",2023,1,1596
"Bulambuli District",2022,1,1544
"Bulambuli District",2022,10,1246
"Bulambuli District",2022,11,1473
"Bulambuli District",2022,12,1415
"Bulambuli District",2022,13,1040
"Bulambuli District",2022,15,1587
"Bulambuli District",2022,16,1183
"Bulambuli District",2022,17,1343
"Bulambuli District",2022,18,1622
"Bulambuli District",2022,2,1166
"Bulambuli District",2022,27,1571
"Bulambuli District",2022,29,1516
"Bulambuli District",2022,3,1020
"Bulambuli District",2022,30,1837
"Bulambuli District",2022,31,1158
"Bulambuli District",2022,33,1182
"Bulambuli District",2022,34,1367
"Bulambuli District",2022,35,1583
"Bulambuli District",2022,36,1897
"Bulambuli District",2022,37,1404
"Bulambuli District",2022,38,1980
"Bulambuli District",2022,4,713
"Bulambuli District",2022,40,1698
"Bulambuli District",2022,41,1771
"Bulambuli District",2022,42,1556
"Bulambuli District",2022,44,1419
"Bulambuli District",2022,45,1411
"Bulambuli District",2022,46,983
"Bulambuli District",2022,48,2289
"Bulambuli District",2022,5,742
"Bulambuli District",2022,51,1059
"Bulambuli District",2022,52,1031
"Bulambuli District",2022,6,846
"Bulambuli District",2022,7,514
"Bulambuli District",2022,8,919
"Bulambuli District",2022,9,986
"Bulambuli District",2023,1,1441
"Namisindwa District",2022,11,1563
"Namisindwa District",2022,12,1885
"Namisindwa District",2022,18,844
"Namisindwa District",2022,20,398
"Namisindwa District",2022,21,973
"Namisindwa District",2022,22,830
"Namisindwa District",2022,23,1117
"Namisindwa District",2022,25,1355
"Namisindwa District",2022,29,1967
"Namisindwa District",2022,3,1352
"Namisindwa District",2022,30,1701
"Namisindwa District",2022,32,1289
"Namisindwa District",2022,33,1386
"Namisindwa District",2022,34,2029
"Namisindwa District",2022,36,947
"Namisindwa District",2022,4,1822
"Namisindwa District",2022,42,768
"Namisindwa District",2022,43,371
"Namisindwa District",2022,44,686
"Namisindwa District",2022,45,738
"Namisindwa District",2022,5,1065
"Namisindwa District",2022,50,927
"Namisindwa District",2022,6,816
"Namisindwa District",2022,8,1109
"Jinja District",2022,17,1791
"Jinja District",2022,28,1827
"Jinja District",2022,9,1935
"Kanungu District",2022,51,2108
"Bukedea District",2022,11,1949
"Bukedea District",2022,12,2334
"Bukedea District",2022,13,1224
"Bukedea District",2022,14,897
"Bukedea District",2022,30,3773
"Bukedea District",2022,8,2571
"Kitgum District",2022,1,2776
"Kitgum District",2022,10,4785
"Kitgum District",2022,11,4718
"Kitgum District",2022,12,3106
"Kitgum District",2022,13,2622
"Kitgum District",2022,14,3040
"Kitgum District",2022,15,3315
"Kitgum District",2022,16,2904
"Kitgum District",2022,17,3623
"Kitgum District",2022,18,4036
"Kitgum District",2022,19,6675
"Kitgum District",2022,2,1934
"Kitgum District",2022,20,7643
"Kitgum District",2022,21,6063
"Kitgum District",2022,22,5699
"Kitgum District",2022,23,6833
"Kitgum District",2022,24,7353
"Kitgum District",2022,25,6018
"Kitgum District",2022,26,4946
"Kitgum District",2022,27,5146
"Kitgum District",2022,28,4077
"Kitgum District",2022,29,4539
"Kitgum District",2022,3,2367
"Kitgum District",2022,30,7088
"Kitgum District",2022,31,7201
"Kitgum District",2022,32,6664
"Kitgum District",2022,33,5147
"Kitgum District",2022,34,4834
"Kitgum District",2022,35,4041
"Kitgum District",2022,36,3547
"Kitgum District",2022,37,3583
"Kitgum District",2022,38,4395
"Kitgum District",2022,39,4907
"Kitgum District",2022,4,2896
"Kitgum District",2022,41,7227
"Kitgum District",2022,42,6760
"Kitgum District",2022,43,6353
"Kitgum District",2022,44,5143
"Kitgum District",2022,45,5569
"Kitgum District",2022,47,4502
"Kitgum District",2022,48,4421
"Kitgum District",2022,49,3609
"Kitgum District",2022,5,2623
"Kitgum District",2022,50,3357
"Kitgum District",2022,51,3437
"Kitgum District",2022,52,3375
"Kitgum District",2022,6,2573
"Kitgum District",2022,7,2466
"Kitgum District",2022,8,5036
"Kitgum District",2022,9,4721
"Kitgum District",2023,1,2969
"Bukomansimbi District",2022,1,1973
"Bukomansimbi District",2022,10,725
"Bukomansimbi District",2022,11,861
"Bukomansimbi District",2022,12,687
"Bukomansimbi District",2022,13,461
"Bukomansimbi District",2022,14,779
"Bukomansimbi District",2022,16,998
"Bukomansimbi District",2022,17,772
"Bukomansimbi District",2022,18,1140
"Bukomansimbi District",2022,19,990
"Bukomansimbi District",2022,2,1377
"Bukomansimbi District",2022,20,922
"Bukomansimbi District",2022,22,1200
"Bukomansimbi District",2022,23,1303
"Bukomansimbi District",2022,24,1144
"Bukomansimbi District",2022,27,1253
"Bukomansimbi District",2022,28,664
"Bukomansimbi District",2022,3,1213
"Bukomansimbi District",2022,30,1004
"Bukomansimbi District",2022,4,806
"Bukomansimbi District",2022,5,996
"Bukomansimbi District",2022,6,1059
"Bukomansimbi District",2022,7,625
"Bukomansimbi District",2022,8,927
"Bukomansimbi District",2022,9,904
"Mukono District",2022,26,5292
"Gulu City",2022,2,2939
"Gulu City",2022,47,5005
"Kiboga District",2022,20,1530
"Kiboga District",2022,21,1761
"Kiboga District",2022,22,2030
"Kiboga District",2022,23,2331
"Kiboga District",2022,24,2524
"Kiboga District",2022,34,1544
"Kiboga District",2022,46,1224
"Kiboga District",2022,6,2061
"Kiboga District",2022,7,1994
"Kiboga District",2022,8,2659
"Kibaale District",2022,30,902
"Kibaale District",2022,33,882
"Kibaale District",2022,45,1746
"Kibaale District",2022,48,1308
"Bugiri District",2022,43,4272
"Bugiri District",2022,8,2797
"Adjumani District",2022,19,6827
"Adjumani District",2022,21,3626
"Adjumani District",2022,22,3568
"Adjumani District",2022,23,5674
"Adjumani District",2022,24,4986
"Adjumani District",2022,25,4739
"Mbarara District",2022,13,857
"Mbarara District",2022,14,790
"Mbarara District",2022,26,1244
"Mbarara District",2022,30,1218
"Mbarara District",2022,32,481
"Mbarara District",2022,37,606
"Mbarara District",2022,41,942
"Mbarara District",2022,47,662
"Mbarara District",2022,50,683
"Arua City",2022,47,1962
"Arua City",2022,51,870
"Kabarole District",2022,18,1544
"Kabarole District",2022,21,756
"Kabarole District",2022,24,1424
"Kabarole District",2022,25,1404
"Kabarole District",2022,28,1497
"Kabarole District",2022,31,1092
"Kabarole District",2022,33,987
"Kabarole District",2022,35,1038
"Kabarole District",2022,39,1279
"Kabarole District",2022,4,1125
"Kabarole District",2022,41,1761
"Kabarole District",2022,43,1415
"Kabarole District",2022,50,696
"Kabarole District",2022,51,410
"Kagadi District",2022,10,1824
"Kagadi District",2022,11,1778
"Kagadi District",2022,13,768
"Kagadi District",2022,14,1323
"Kagadi District",2022,16,1920
"Kagadi District",2022,17,1647
"Kagadi District",2022,23,192
"Kagadi District",2022,24,2638
"Kagadi District",2022,3,483
"Kagadi District",2022,39,1095
"Kagadi District",2022,4,511
"Kagadi District",2022,46,399
"Kagadi District",2022,47,354
"Kagadi District",2022,9,2325
"Gulu District",2022,1,1949
"Gulu District",2022,10,2415
"Gulu District",2022,11,2383
"Gulu District",2022,12,2208
"Gulu District",2022,14,1914
"Gulu District",2022,15,1965
"Gulu District",2022,16,2432
"Gulu District",2022,17,3055
"Gulu District",2022,18,2419
"Gulu District",2022,19,4482
"Gulu District",2022,2,1530
"Gulu District",2022,20,4909
"Gulu District",2022,21,3793
"Gulu District",2022,22,3298
"Gulu District",2022,23,3928
"Gulu District",2022,24,4714
"Gulu District",2022,25,3169
"Gulu District",2022,26,2937
"Gulu District",2022,27,1451
"Gulu District",2022,28,2638
"Gulu District",2022,29,3301
"Gulu District",2022,3,1781
"Gulu District",2022,30,3338
"Gulu District",2022,31,3052
"Gulu District",2022,32,2689
"Gulu District",2022,33,3321
"Gulu District",2022,34,3428
"Gulu District",2022,35,2596
"Gulu District",2022,36,2638
"Gulu District",2022,37,2207
"Gulu District",2022,38,2338
"Gulu District",2022,39,3499
"Gulu District",2022,4,1754
"Gulu District",2022,40,2496
"Gulu District",2022,41,2730
"Gulu District",2022,42,4007
"Gulu District",2022,43,4555
"Gulu District",2022,44,3400
"Gulu District",2022,46,2080
"Gulu District",2022,47,2353
"Gulu District",2022,48,2347
"Gulu District",2022,49,2179
"Gulu District",2022,5,1629
"Gulu District",2022,50,593
"Gulu District",2022,52,899
"Gulu District",2022,6,2365
"Gulu District",2022,7,2288
"Gulu District",2022,8,2896
"Gulu District",2022,9,2696
"Gulu District",2023,1,1321
"Kole District",2022,28,2049
"Kole District",2022,34,3150
"Kole District",2022,38,2413
"Kole District",2022,4,1565
"Kole District",2022,5,1121
"Kole District",2022,52,766
"Kole District",2022,7,899
"Hoima City",2022,1,1716
"Hoima City",2022,11,503
"Hoima City",2022,12,540
"Hoima City",2022,13,320
"Hoima City",2022,14,409
"Hoima City",2022,16,1701
"Hoima City",2022,17,854
"Hoima City",2022,2,576
"Hoima City",2022,28,856
"Hoima City",2022,29,819
"Hoima City",2022,3,407
"Hoima City",2022,30,653
"Hoima City",2022,33,575
"Hoima City",2022,34,625
"Hoima City",2022,35,499
"Hoima City",2022,36,671
"Hoima City",2022,38,842
"Hoima City",2022,39,842
"Hoima City",2022,4,594
"Hoima City",2022,45,728
"Hoima City",2022,49,859
"Hoima City",2022,5,592
"Hoima City",2022,52,462
"Hoima City",2022,6,607
"Hoima City",2022,7,889
"Hoima City",2022,8,1171
"Hoima City",2023,1,386
"Kikuube District",2022,11,4133
"Kikuube District",2022,22,3529
"Kikuube District",2022,23,5758
"Kikuube District",2022,24,31743
"Kikuube District",2022,28,3722
"Kikuube District",2022,34,3485
"Kikuube District",2022,6,4213
"Kikuube District",2022,9,2826
"Apac District",2022,17,2468
"Apac District",2022,24,4006
"Apac District",2022,31,3392
"Apac District",2022,38,3193
"Apac District",2022,39,3971
"Rukiga District",2022,1,1377
"Rukiga District",2022,12,846
"Rukiga District",2022,13,783
"Rukiga District",2022,14,656
"Rukiga District",2022,15,687
"Rukiga District",2022,16,545
"Rukiga District",2022,17,583
"Rukiga District",2022,18,563
"Rukiga District",2022,19,600
"Rukiga District",2022,2,808
"Rukiga District",2022,20,449
"Rukiga District",2022,21,746
"Rukiga District",2022,22,654
"Rukiga District",2022,23,659
"Rukiga District",2022,24,704
"Rukiga District",2022,25,692
"Rukiga District",2022,26,711
"Rukiga District",2022,27,560
"Rukiga District",2022,28,785
"Rukiga District",2022,29,828
"Rukiga District",2022,3,809
"Rukiga District",2022,30,643
"Rukiga District",2022,31,535
"Rukiga District",2022,32,497
"Rukiga District",2022,33,479
"Rukiga District",2022,34,463
"Rukiga District",2022,35,497
"Rukiga District",2022,36,407
"Rukiga District",2022,37,354
"Rukiga District",2022,38,490
"Rukiga District",2022,39,453
"Rukiga District",2022,4,813
"Rukiga District",2022,40,496
"Rukiga District",2022,41,548
"Rukiga District",2022,42,584
"Rukiga District",2022,43,741
"Rukiga District",2022,44,595
"Rukiga District",2022,45,618
"Rukiga District",2022,46,551
"Rukiga District",2022,47,600
"Rukiga District",2022,48,553
"Rukiga District",2022,49,498
"Rukiga District",2022,5,739
"Rukiga District",2022,50,561
"Rukiga District",2022,51,492
"Rukiga District",2022,52,525
"Rukiga District",2022,6,726
"Rukiga District",2022,7,870
"Rukiga District",2022,8,778
"Rukiga District",2022,9,950
"Rukiga District",2023,1,572
"Kwania District",2022,23,3050
"Kwania District",2022,24,2930
"Kwania District",2022,43,3146
"Kwania District",2023,1,1053
"Kagadi District",2022,33,2091
"Kagadi District",2022,35,955
"Kagadi District",2022,37,717
"Kagadi District",2022,38,1067
"Kole District",2022,15,1615
"Kole District",2022,18,3075
"Kole District",2022,23,3254
"Kole District",2022,24,2598
"Kole District",2022,26,1405
"Kole District",2022,29,2942
"Kole District",2022,39,3359
"Kole District",2022,40,2211
"Kole District",2022,43,3009
"Kole District",2022,44,3600
"Kole District",2022,45,2367
"Kole District",2022,49,1723
"Kole District",2022,8,2535
"Kole District",2023,1,519
"Agago District",2022,2,2597
"Agago District",2022,3,2256
"Gomba District",2022,1,1780
"Gomba District",2022,2,1401
"Gomba District",2022,20,531
"Gomba District",2022,21,833
"Gomba District",2022,22,733
"Gomba District",2022,23,1172
"Gomba District",2022,4,1257
"Gomba District",2022,5,1187
"Gomba District",2023,1,1717
"Serere District",2022,14,1365
"Serere District",2022,19,2082
"Serere District",2022,20,1077
"Serere District",2022,21,718
"Serere District",2022,22,1283
"Serere District",2022,23,2503
"Serere District",2022,24,3908
"Serere District",2022,25,3381
"Serere District",2022,26,4405
"Serere District",2022,27,2352
"Serere District",2022,28,4044
"Serere District",2022,29,4387
"Serere District",2022,5,3126
"Serere District",2022,51,2408
"Serere District",2022,7,2790
"Serere District",2023,1,2875
"Jinja District",2022,48,3649
"Jinja District",2023,1,1898
"Kassanda District",2022,10,1550
"Kassanda District",2022,11,1661
"Kassanda District",2022,12,1160
"Kassanda District",2022,15,877
"Kassanda District",2022,16,965
"Kassanda District",2022,17,1156
"Kassanda District",2022,18,1492
"Kassanda District",2022,19,1583
"Kassanda District",2022,21,1240
"Kassanda District",2022,25,1214
"Kassanda District",2022,29,1594
"Kassanda District",2022,3,726
"Kassanda District",2022,4,671
"Kassanda District",2022,40,2362
"Kassanda District",2022,41,2376
"Kassanda District",2022,42,1912
"Kassanda District",2022,43,1848
"Kassanda District",2022,44,2400
"Kassanda District",2022,46,1109
"Kassanda District",2022,48,1999
"Kassanda District",2022,5,1306
"Kassanda District",2022,6,1070
"Kassanda District",2022,7,1201
"Kassanda District",2022,8,1783
"Kassanda District",2022,9,1376
"Kassanda District",2023,1,1424
"Lwengo District",2022,1,2871
"Lwengo District",2022,10,1903
"Lwengo District",2022,11,1795
"Lwengo District",2022,12,1942
"Lwengo District",2022,13,1863
"Lwengo District",2022,14,2174
"Lwengo District",2022,15,1708
"Lwengo District",2022,16,2632
"Lwengo District",2022,17,2194
"Lwengo District",2022,18,3094
"Lwengo District",2022,19,3065
"Lwengo District",2022,2,3106
"Lwengo District",2022,20,1068
"Lwengo District",2022,21,2634
"Lwengo District",2022,22,2182
"Lwengo District",2022,23,3027
"Lwengo District",2022,25,3720
"Lwengo District",2022,26,3481
"Lwengo District",2022,27,2721
"Lwengo District",2022,28,2543
"Lwengo District",2022,29,2347
"Lwengo District",2022,3,2353
"Lwengo District",2022,30,1936
"Lwengo District",2022,31,1565
"Lwengo District",2022,32,1274
"Lwengo District",2022,33,1380
"Lwengo District",2022,35,1065
"Lwengo District",2022,36,1136
"Lwengo District",2022,39,2188
"Lwengo District",2022,4,2217
"Lwengo District",2022,40,2179
"Lwengo District",2022,41,2750
"Lwengo District",2022,42,2522
"Lwengo District",2022,43,2822
"Lwengo District",2022,44,2905
"Lwengo District",2022,46,1924
"Lwengo District",2022,47,1172
"Lwengo District",2022,48,1347
"Lwengo District",2022,49,1770
"Lwengo District",2022,5,1903
"Lwengo District",2022,51,1092
"Lwengo District",2022,52,1978
"Lwengo District",2022,6,1743
"Lwengo District",2022,7,1829
"Lwengo District",2022,8,2375
"Lwengo District",2022,9,2075
"Lwengo District",2023,1,2377
"Kassanda District",2022,32,1030
"Rukungiri District",2022,13,2423
"Rukungiri District",2022,14,1740
"Rukungiri District",2022,31,2171
"Rukungiri District",2022,32,1641
"Rukungiri District",2022,43,2469
"Rukungiri District",2022,45,2749
"Rukungiri District",2023,1,2312
"Namayingo District",2022,17,2141
"Namayingo District",2022,29,3397
"Mpigi District",2022,13,1310
"Mpigi District",2022,14,1585
"Mpigi District",2022,15,1517
"Mpigi District",2022,16,1255
"Mpigi District",2022,17,1615
"Mpigi District",2022,19,1865
"Mpigi District",2022,20,1363
"Mpigi District",2022,21,1661
"Mpigi District",2022,22,2170
"Mpigi District",2022,7,833
"Mpigi District",2022,9,1210
"Lira District",2022,2,706
"Buikwe District",2022,22,3183
"Jinja City",2022,13,2000
"Jinja City",2022,36,2392
"Jinja City",2022,38,3040
"Soroti District",2022,10,2380
"Soroti District",2022,15,1448
"Soroti District",2022,21,2097
"Soroti District",2022,32,1687
"Soroti District",2022,41,3221
"Soroti District",2022,46,1193
"Mubende District",2022,10,2131
"Mubende District",2022,16,961
"Mubende District",2022,21,2743
"Mubende District",2022,23,2365
"Mubende District",2022,24,2485
"Mubende District",2022,30,2530
"Mubende District",2022,31,1883
"Mubende District",2022,33,2468
"Mubende District",2022,34,2596
"Mubende District",2022,35,2331
"Mubende District",2022,36,2782
"Mubende District",2022,37,2307
"Mubende District",2022,38,2144
"Mubende District",2022,41,3450
"Mubende District",2022,44,2168
"Mubende District",2022,45,2071
"Mubende District",2022,46,1474
"Mubende District",2022,47,1846
"Mubende District",2022,48,2420
"Mubende District",2022,5,1701
"Mubende District",2022,50,1713
"Mubende District",2022,51,1525
"Mubende District",2022,6,1808
"Mubende District",2022,7,1554
"Mubende District",2022,8,1891
"Luuka District",2022,13,3086
"Luuka District",2022,21,3717
"Luuka District",2022,3,2612
"Luuka District",2022,31,3223
"Luuka District",2022,33,2778
"Luuka District",2022,38,4490
"Luuka District",2022,4,3969
"Luuka District",2022,43,2263
"Luuka District",2022,46,1999
"Luuka District",2022,51,1695
"Bulambuli District",2022,14,1451
"Bulambuli District",2022,20,438
"Bulambuli District",2022,24,1947
"Bulambuli District",2022,25,1319
"Bulambuli District",2022,26,1595
"Bulambuli District",2022,28,1862
"Bulambuli District",2022,43,1264
"Bulambuli District",2022,47,2084
"Bulambuli District",2022,49,1416
"Koboko District",2022,1,1750
"Koboko District",2022,10,1580
"Koboko District",2022,13,1816
"Koboko District",2022,20,1528
"Koboko District",2022,24,3855
"Koboko District",2022,25,3052
"Koboko District",2022,27,2402
"Koboko District",2022,32,2959
"Koboko District",2022,38,3242
"Koboko District",2022,42,3105
"Koboko District",2022,46,1739
"Koboko District",2022,6,1318
"Koboko District",2022,9,1430
"Masindi District",2022,9,1454
"Kalungu District",2022,10,1012
