periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,033B-CD01a. Malaria (diagnosed)  - Cases
2022W20,W20 2022,2022W20,,MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,3506.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,3163.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Ankole,Kiruhura District,qf9xWZu7Dq8,Kiruhura District,,,538.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,1400.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,187.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Tooro,Kitagwenda District,qKmESX5Owwr,Kitagwenda District,,,302.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Acholi,Kitgum District,pnTVIF5v27r,Kitgum District,,,5171.0
2022W20,W20 2022,2022W20,,MOH - Uganda,West Nile,Koboko District,iqsaGItA68C,Koboko District,,,1071.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,2076.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,573.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Teso,Kumi District,saT18HClZoz,Kumi District,,,1422.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,1814.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,79.0
2022W20,W20 2022,2022W20,,MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,960.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Tooro,Kyegegwa District,a9tQqo1rSj7,Kyegegwa District,,,1776.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Tooro,Kyenjojo District,O9MoQcpZ4uA,Kyenjojo District,,,1092.0
2022W20,W20 2022,2022W20,,MOH - Uganda,South Central,Kyotera District,REJuxCmTwXG,Kyotera District,,,3287.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Acholi,Lamwo District,xy0M4HhjXtD,Lamwo District,,,7418.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,824.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,1660.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,2551.0
2022W20,W20 2022,2022W20,,MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,3110.0
2022W20,W20 2022,2022W20,,MOH - Uganda,South Central,Lwengo District,aqpd0Y9eXZ2,Lwengo District,,,590.0
2022W20,W20 2022,2022W20,,MOH - Uganda,South Central,Lyantonde District,aPRNSGUR3vk,Lyantonde District,,,551.0
2022W20,W20 2022,2022W20,,MOH - Uganda,West Nile,Madi-Okollo District,bLoH4VbxCGI,Madi-Okollo District,,,3930.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,821.0
2022W20,W20 2022,2022W20,,MOH - Uganda,West Nile,Maracha District,WyR8Eetj7Uw,Maracha District,,,3646.0
2022W20,W20 2022,2022W20,,MOH - Uganda,South Central,Masaka City,KJkbK1YhjFb,Masaka City,,,155.0
2022W20,W20 2022,2022W20,,MOH - Uganda,South Central,Masaka District,bIONCoCnt3Q,Masaka District,,,482.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,733.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,1619.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,829.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,206.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Ankole,Mbarara City,W7kX446X8Jn,Mbarara City,,,95.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Ankole,Mbarara District,auswb7JO9wY,Mbarara District,,,48.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Ankole,Mitooma District,FLygHiUd2UW,Mitooma District,,,62.0
2022W20,W20 2022,2022W20,,MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,879.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,992.0
2022W20,W20 2022,2022W20,,MOH - Uganda,West Nile,Moyo District,W0kQBddyGyh,Moyo District,,,176.0
2022W20,W20 2022,2022W20,,MOH - Uganda,South Central,Mpigi District,YMMexeHFUay,Mpigi District,,,633.0
2022W20,W20 2022,2022W20,,MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,852.0
2022W20,W20 2022,2022W20,,MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,1251.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,1448.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,568.0
2022W20,W20 2022,2022W20,,MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,637.0
2022W20,W20 2022,2022W20,,MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,372.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,695.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,269.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,441.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,660.0
2022W20,W20 2022,2022W20,,MOH - Uganda,West Nile,Nebbi District,Xjc0LDFa5gW,Nebbi District,,,457.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Teso,Ngora District,aj4hsYK3dVm,Ngora District,,,1003.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Tooro,Ntoroko District,z8D9ER36EKN,Ntoroko District,,,217.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Ankole,Ntungamo District,hAoe9dhZh9V,Ntungamo District,,,862.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Acholi,Nwoya District,zNgVoDVPYgD,Nwoya District,,,2775.0
2022W20,W20 2022,2022W20,,MOH - Uganda,West Nile,Obongi District,uTMUclQ5bi6,Obongi District,,,1048.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Acholi,Omoro District,S5fvUXgY54J,Omoro District,,,5515.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,1762.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,5899.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Acholi,Pader District,aBrjuZk0W31,Pader District,,,3901.0
2022W20,W20 2022,2022W20,,MOH - Uganda,West Nile,Pakwach District,uqUyTPvQKII,Pakwach District,,,454.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,1677.0
2022W20,W20 2022,2022W20,,MOH - Uganda,South Central,Rakai District,P8iz90eiIrW,Rakai District,,,1212.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,33.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Ankole,Rubirizi District,fS71jg1WYPk,Rubirizi District,,,306.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,183.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,241.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Ankole,Rwampara District,tsugXWRXwGu,Rwampara District,,,62.0
2022W20,W20 2022,2022W20,,MOH - Uganda,South Central,Sembabule District,j7AQsnEYmvi,Sembabule District,,,406.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Teso,Serere District,zJfpujxC1kD,Serere District,,,581.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Ankole,Sheema District,xAJgEKKAeRA,Sheema District,,,13.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,423.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Teso,Soroti City,iRUvO30ij3h,Soroti City,,,111.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Teso,Soroti District,srmGjHrpVE5,Soroti District,,,677.0
2022W20,W20 2022,2022W20,,MOH - Uganda,West Nile,Terego District,bJgx6UjvyoP,Terego District,,,1218.0
2022W20,W20 2022,2022W20,,MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,1019.0
2022W20,W20 2022,2022W20,,MOH - Uganda,South Central,Wakiso District,aIahLLmtvgT,Wakiso District,,,1282.0
2022W20,W20 2022,2022W20,,MOH - Uganda,West Nile,Yumbe District,W1JM2Qdhcv3,Yumbe District,,,8800.0
2022W20,W20 2022,2022W20,,MOH - Uganda,West Nile,Zombo District,A4aGXEfdb8P,Zombo District,,,1188.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,1121.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Adjumani District,QYiQ2KqgCxj,Adjumani District,,,2284.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Acholi,Agago District,ztIyIYAzFKp,Agago District,,,5933.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,2942.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,1180.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,411.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Amuria District,TM6ccNxawqy,Amuria District,,,705.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Acholi,Amuru District,C0RSe3EWBqU,Amuru District,,,3735.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,1920.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Arua City,iQTVPmAJPkr,Arua City,,,342.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Arua District,WcB3kLlgRTb,Arua District,,,390.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,1652.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,1054.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,1306.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,1978.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Buhweju District,sWoNWQZ9qrD,Buhweju District,,,21.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,1284.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Bukedea District,tdZbtg9sZkO,Bukedea District,,,4.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,515.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,30.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,295.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,1769.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Tooro,Bundibugyo District,g8M1cWRJZV6,Bundibugyo District,,,3585.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Tooro,Bunyangabu District,iTfbtn6JUsN,Bunyangabu District,,,458.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Bushenyi District,It5UGwdHAPF,Bushenyi District,,,252.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,1200.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,2207.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,832.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,1591.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,627.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,1296.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,4840.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Tooro,Fort Portal City,R1x33oSVR1M,Fort Portal City,,,320.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,216.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Acholi,Gulu City,szlrGpmFlu9,Gulu City,,,2560.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Acholi,Gulu District,Gwk4wkLz7EW,Gulu District,,,3029.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,151.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,443.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Ibanda District,r8WLxW9JwsS,Ibanda District,,,840.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,1636.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Isingiro District,UaR7OHycj8c,Isingiro District,,,3794.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,307.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,439.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,268.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,42.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Tooro,Kabarole District,m77oR1YJESj,Kabarole District,,,429.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Kaberamaido District,QoRZB7xc3j9,Kaberamaido District,,,572.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,14.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,697.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Kalaki District,KOnkIf4N6jA,Kalaki District,,,500.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,132.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,1385.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Kalungu District,ahyi8Uq4vaj,Kalungu District,,,807.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,3522.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,787.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Tooro,Kamwenge District,uCVQXAdKqL9,Kamwenge District,,,1167.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,750.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,49.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Kapelebyong District,mvN9LBbpf7X,Kapelebyong District,,,19.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,724.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Tooro,Kasese District,aa8xVDzSpte,Kasese District,,,3565.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,764.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Katakwi District,cSrCFjPKqcG,Katakwi District,,,238.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,1676.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Kazo District,AS2Seq1grGE,Kazo District,,,749.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,298.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,1039.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,2622.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,2522.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Kiruhura District,qf9xWZu7Dq8,Kiruhura District,,,462.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,1662.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,250.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Tooro,Kitagwenda District,qKmESX5Owwr,Kitagwenda District,,,762.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Acholi,Kitgum District,pnTVIF5v27r,Kitgum District,,,4094.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Koboko District,iqsaGItA68C,Koboko District,,,1152.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,1953.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,583.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Kumi District,saT18HClZoz,Kumi District,,,1617.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,1404.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,45.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,937.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Tooro,Kyegegwa District,a9tQqo1rSj7,Kyegegwa District,,,1702.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Tooro,Kyenjojo District,O9MoQcpZ4uA,Kyenjojo District,,,1409.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Kyotera District,REJuxCmTwXG,Kyotera District,,,3116.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Acholi,Lamwo District,xy0M4HhjXtD,Lamwo District,,,5897.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,986.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,1210.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,2555.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,4214.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Lwengo District,aqpd0Y9eXZ2,Lwengo District,,,1309.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Lyantonde District,aPRNSGUR3vk,Lyantonde District,,,323.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Madi-Okollo District,bLoH4VbxCGI,Madi-Okollo District,,,3410.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,1153.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Maracha District,WyR8Eetj7Uw,Maracha District,,,3194.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Masaka City,KJkbK1YhjFb,Masaka City,,,173.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Masaka District,bIONCoCnt3Q,Masaka District,,,196.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,1333.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,2182.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,1144.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,527.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Mbarara City,W7kX446X8Jn,Mbarara City,,,139.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Mbarara District,auswb7JO9wY,Mbarara District,,,28.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Mitooma District,FLygHiUd2UW,Mitooma District,,,385.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,1588.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,759.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Moyo District,W0kQBddyGyh,Moyo District,,,244.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Mpigi District,YMMexeHFUay,Mpigi District,,,745.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,1333.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,1630.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,928.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,466.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,723.0
2022W21,W21 2022,2022W21,,MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,885.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,1039.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,612.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,344.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,880.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Nebbi District,Xjc0LDFa5gW,Nebbi District,,,492.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Ngora District,aj4hsYK3dVm,Ngora District,,,750.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Tooro,Ntoroko District,z8D9ER36EKN,Ntoroko District,,,151.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Ntungamo District,hAoe9dhZh9V,Ntungamo District,,,870.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Acholi,Nwoya District,zNgVoDVPYgD,Nwoya District,,,2119.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Obongi District,uTMUclQ5bi6,Obongi District,,,799.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Acholi,Omoro District,S5fvUXgY54J,Omoro District,,,3645.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,2056.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,6231.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Acholi,Pader District,aBrjuZk0W31,Pader District,,,3910.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Pakwach District,uqUyTPvQKII,Pakwach District,,,637.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,1387.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Rakai District,P8iz90eiIrW,Rakai District,,,2727.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,47.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Rubirizi District,fS71jg1WYPk,Rubirizi District,,,370.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,265.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,330.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Rwampara District,tsugXWRXwGu,Rwampara District,,,21.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Sembabule District,j7AQsnEYmvi,Sembabule District,,,1289.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Serere District,zJfpujxC1kD,Serere District,,,450.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Ankole,Sheema District,xAJgEKKAeRA,Sheema District,,,17.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,624.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Soroti City,iRUvO30ij3h,Soroti City,,,251.0
2022W21,W21 2022,2022W21,,MOH - Uganda,Teso,Soroti District,srmGjHrpVE5,Soroti District,,,1494.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Terego District,bJgx6UjvyoP,Terego District,,,6217.0
