"dataElement","period","orgUnit","value","reporting_rate","location_id","year","week"
"C4oUitImBPK.REPORTING_RATE","2022W49","ZuQHWOaFQVM",100,100,"ZuQHWOaFQVM","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","iqsaGItA68C",65,65,"iqsaGItA68C","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","hAoe9dhZh9V",78.5,78.5,"hAoe9dhZh9V","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","EDhGji3EteB",94.4,94.4,"EDhGji3EteB","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","WyR8Eetj7Uw",88.9,88.9,"WyR8Eetj7Uw","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","PJFtfCyp6Rb",78.9,78.9,"PJFtfCyp6Rb","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","kb7iUQISRlx",82.4,82.4,"kb7iUQISRlx","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aUcYGQCK9ub",75.6,75.6,"aUcYGQCK9ub","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","ullSvMrkHdi",100,100,"ullSvMrkHdi","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aphcy5JTnd6",76.4,76.4,"aphcy5JTnd6","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","KOnkIf4N6jA",100,100,"KOnkIf4N6jA","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","mvN9LBbpf7X",92.9,92.9,"mvN9LBbpf7X","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","ahyi8Uq4vaj",97.2,97.2,"ahyi8Uq4vaj","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","ZqJ9w7mzitv",60,60,"ZqJ9w7mzitv","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","sWoNWQZ9qrD",70,70,"sWoNWQZ9qrD","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","WcB3kLlgRTb",100,100,"WcB3kLlgRTb","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","IVuiLJYABw6",100,100,"IVuiLJYABw6","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","xpIFdCMhVHG",66.7,66.7,"xpIFdCMhVHG","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","pnTVIF5v27r",95,95,"pnTVIF5v27r","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","bJgx6UjvyoP",100,100,"bJgx6UjvyoP","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","W1JM2Qdhcv3",100,100,"W1JM2Qdhcv3","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","CQTmrrriwOq",73.3,73.3,"CQTmrrriwOq","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","tdZbtg9sZkO",65,65,"tdZbtg9sZkO","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","x75Yh65MaUa",60,60,"x75Yh65MaUa","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","KhT80mlwJ3Y",98.7,98.7,"KhT80mlwJ3Y","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","It5UGwdHAPF",76.1,76.1,"It5UGwdHAPF","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","WiVj4bEhX4P",96.9,96.9,"WiVj4bEhX4P","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","FDPqRvcW3NN",90.9,90.9,"FDPqRvcW3NN","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","C0RSe3EWBqU",75,75,"C0RSe3EWBqU","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","QYiQ2KqgCxj",86.3,86.3,"QYiQ2KqgCxj","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","lQj3yMM1lI7",42.9,42.9,"lQj3yMM1lI7","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","qf9xWZu7Dq8",92.6,92.6,"qf9xWZu7Dq8","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","uCVQXAdKqL9",74.3,74.3,"uCVQXAdKqL9","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","UaR7OHycj8c",97.2,97.2,"UaR7OHycj8c","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aPZzL4CyBTg",100,100,"aPZzL4CyBTg","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","auLatLbcOxf",88.5,88.5,"auLatLbcOxf","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","cSrCFjPKqcG",74.1,74.1,"cSrCFjPKqcG","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","iTfbtn6JUsN",87.9,87.9,"iTfbtn6JUsN","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","mOXva2xiwQv",100,100,"mOXva2xiwQv","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","JIZDvNlIhXS",75,75,"JIZDvNlIhXS","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","Ut0ysYGEipO",100,100,"Ut0ysYGEipO","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","tsugXWRXwGu",40,40,"tsugXWRXwGu","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","NREoMszwQZW",100,100,"NREoMszwQZW","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","orgY0d5MJa9",50,50,"orgY0d5MJa9","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","S5fvUXgY54J",92.6,92.6,"S5fvUXgY54J","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","tr9XWtYsL5P",63.3,63.3,"tr9XWtYsL5P","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","wZrfAgC3WrU",78.9,78.9,"wZrfAgC3WrU","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","L5WBetpBpY3",79.3,79.3,"L5WBetpBpY3","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","W0kQBddyGyh",61.3,61.3,"W0kQBddyGyh","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","REJuxCmTwXG",100,100,"REJuxCmTwXG","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","zNgVoDVPYgD",100,100,"zNgVoDVPYgD","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","iRUvO30ij3h",72,72,"iRUvO30ij3h","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","lkuO79O6mRx",47.1,47.1,"lkuO79O6mRx","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","a0DfYpC2Rwl",91.9,91.9,"a0DfYpC2Rwl","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","YMMexeHFUay",81,81,"YMMexeHFUay","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","uTMUclQ5bi6",78.9,78.9,"uTMUclQ5bi6","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","yuo5ielNL7W",88.5,88.5,"yuo5ielNL7W","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","saT18HClZoz",100,100,"saT18HClZoz","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","ALFFOStwtqW",75.6,75.6,"ALFFOStwtqW","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aqpd0Y9eXZ2",81,81,"aqpd0Y9eXZ2","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","A9kRCvmn6Co",89.5,89.5,"A9kRCvmn6Co","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","xr8EMirOASp",67.3,67.3,"xr8EMirOASp","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","oyygQ2STBST",77.1,77.1,"oyygQ2STBST","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aPRNSGUR3vk",91.7,91.7,"aPRNSGUR3vk","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","wRApaxY2zJf",75.6,75.6,"wRApaxY2zJf","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","F3ccON3OCsL",100,100,"F3ccON3OCsL","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aXmBzv61LbM",90.3,90.3,"aXmBzv61LbM","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","R1x33oSVR1M",96.3,96.3,"R1x33oSVR1M","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","mv4gKtY0qW8",100,100,"mv4gKtY0qW8","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","p7EEgDEX3jT",90.5,90.5,"p7EEgDEX3jT","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aZLZPPjqft0",100,100,"aZLZPPjqft0","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","szlrGpmFlu9",76.2,76.2,"szlrGpmFlu9","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","Oyxwe3iDqpR",100,100,"Oyxwe3iDqpR","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","tM3DsJxMaMX",100,100,"tM3DsJxMaMX","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aSbgVKaeCP0",56.7,56.7,"aSbgVKaeCP0","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","j7AQsnEYmvi",100,100,"j7AQsnEYmvi","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aj4hsYK3dVm",53.8,53.8,"aj4hsYK3dVm","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","lzWuB6bCQeV",68.5,68.5,"lzWuB6bCQeV","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","a3LMKP8z8Xj",79.2,79.2,"a3LMKP8z8Xj","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aJR2ZxSH7g4",75,75,"aJR2ZxSH7g4","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","JyZJhGXKeEq",77.3,77.3,"JyZJhGXKeEq","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","esIUe2tQAtL",100,100,"esIUe2tQAtL","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","W7kX446X8Jn",93.3,93.3,"W7kX446X8Jn","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","m77oR1YJESj",96.9,96.9,"m77oR1YJESj","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","a8RHFdF4DXL",100,100,"a8RHFdF4DXL","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","ykxQEnZGXkj",72.5,72.5,"ykxQEnZGXkj","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","srmGjHrpVE5",80,80,"srmGjHrpVE5","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","Lnewt3iIJaK",77.1,77.1,"Lnewt3iIJaK","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","a9tQqo1rSj7",62.5,62.5,"a9tQqo1rSj7","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","hn1AlYtF1Pu",88.4,88.4,"hn1AlYtF1Pu","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aa8xVDzSpte",77.3,77.3,"aa8xVDzSpte","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","Lj8t70RYnEt",100,100,"Lj8t70RYnEt","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","eOJUW6OGpc7",100,100,"eOJUW6OGpc7","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","tugqr4dY6wq",68.8,68.8,"tugqr4dY6wq","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","TM6ccNxawqy",96.2,96.2,"TM6ccNxawqy","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aginheWSLef",74.1,74.1,"aginheWSLef","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","oNxpMjveyZt",100,100,"oNxpMjveyZt","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","g8M1cWRJZV6",93.5,93.5,"g8M1cWRJZV6","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","TGzZPOmbgn8",81,81,"TGzZPOmbgn8","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","fsP0Wxie1UW",100,100,"fsP0Wxie1UW","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","wJ2a6YKDFZW",66.7,66.7,"wJ2a6YKDFZW","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","qKmESX5Owwr",100,100,"qKmESX5Owwr","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","aBrjuZk0W31",100,100,"aBrjuZk0W31","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","r8WLxW9JwsS",66,66,"r8WLxW9JwsS","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","auswb7JO9wY",92.3,92.3,"auswb7JO9wY","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","AIonX4LaJeU",100,100,"AIonX4LaJeU","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","KJkbK1YhjFb",64.3,64.3,"KJkbK1YhjFb","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W49","zBIpPzKYFLp",84.7,84.7,"zBIpPzKYFLp","2022","49"
"C4oUitImBPK.REPORTING_RATE","2022W5","YMMexeHFUay",65.4,65.4,"YMMexeHFUay","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","L5WBetpBpY3",86.2,86.2,"L5WBetpBpY3","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","lkuO79O6mRx",79.4,79.4,"lkuO79O6mRx","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aZLZPPjqft0",92.3,92.3,"aZLZPPjqft0","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","tM3DsJxMaMX",50,50,"tM3DsJxMaMX","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","ALFFOStwtqW",82.9,82.9,"ALFFOStwtqW","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","yuo5ielNL7W",100,100,"yuo5ielNL7W","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","tr9XWtYsL5P",79.6,79.6,"tr9XWtYsL5P","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","uTMUclQ5bi6",42.1,42.1,"uTMUclQ5bi6","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","UaR7OHycj8c",98.6,98.6,"UaR7OHycj8c","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aPRNSGUR3vk",81.3,81.3,"aPRNSGUR3vk","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","orgY0d5MJa9",67.6,67.6,"orgY0d5MJa9","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","wRApaxY2zJf",48.9,48.9,"wRApaxY2zJf","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","a0DfYpC2Rwl",95.2,95.2,"a0DfYpC2Rwl","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","zNgVoDVPYgD",100,100,"zNgVoDVPYgD","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","p7EEgDEX3jT",90.5,90.5,"p7EEgDEX3jT","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","Oyxwe3iDqpR",82.4,82.4,"Oyxwe3iDqpR","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aSbgVKaeCP0",73.3,73.3,"aSbgVKaeCP0","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","szlrGpmFlu9",100,100,"szlrGpmFlu9","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","iRUvO30ij3h",60,60,"iRUvO30ij3h","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","A9kRCvmn6Co",89.5,89.5,"A9kRCvmn6Co","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","saT18HClZoz",100,100,"saT18HClZoz","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","oyygQ2STBST",54.3,54.3,"oyygQ2STBST","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","j7AQsnEYmvi",100,100,"j7AQsnEYmvi","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aXmBzv61LbM",27,27,"aXmBzv61LbM","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","xr8EMirOASp",76.6,76.6,"xr8EMirOASp","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","F3ccON3OCsL",100,100,"F3ccON3OCsL","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","ullSvMrkHdi",100,100,"ullSvMrkHdi","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","S5fvUXgY54J",100,100,"S5fvUXgY54J","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","R1x33oSVR1M",100,100,"R1x33oSVR1M","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","ahyi8Uq4vaj",75.8,75.8,"ahyi8Uq4vaj","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aqpd0Y9eXZ2",59.5,59.5,"aqpd0Y9eXZ2","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","sWoNWQZ9qrD",85,85,"sWoNWQZ9qrD","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","WcB3kLlgRTb",90,90,"WcB3kLlgRTb","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","W7kX446X8Jn",46.7,46.7,"W7kX446X8Jn","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","wJ2a6YKDFZW",84.8,84.8,"wJ2a6YKDFZW","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","r8WLxW9JwsS",59.6,59.6,"r8WLxW9JwsS","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","qKmESX5Owwr",63.6,63.6,"qKmESX5Owwr","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","a8RHFdF4DXL",100,100,"a8RHFdF4DXL","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aBrjuZk0W31",82.6,82.6,"aBrjuZk0W31","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","mv4gKtY0qW8",74.1,74.1,"mv4gKtY0qW8","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","srmGjHrpVE5",80,80,"srmGjHrpVE5","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","tugqr4dY6wq",79.6,79.6,"tugqr4dY6wq","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","m77oR1YJESj",86.2,86.2,"m77oR1YJESj","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","lzWuB6bCQeV",63,63,"lzWuB6bCQeV","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aa8xVDzSpte",84.4,84.4,"aa8xVDzSpte","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","oNxpMjveyZt",65.1,65.1,"oNxpMjveyZt","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","auswb7JO9wY",76.9,76.9,"auswb7JO9wY","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aginheWSLef",63,63,"aginheWSLef","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","g8M1cWRJZV6",100,100,"g8M1cWRJZV6","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","eOJUW6OGpc7",96.3,96.3,"eOJUW6OGpc7","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","hn1AlYtF1Pu",93,93,"hn1AlYtF1Pu","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","zBIpPzKYFLp",86.4,86.4,"zBIpPzKYFLp","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","AIonX4LaJeU",90,90,"AIonX4LaJeU","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","Lnewt3iIJaK",58.8,58.8,"Lnewt3iIJaK","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","ykxQEnZGXkj",69.2,69.2,"ykxQEnZGXkj","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","esIUe2tQAtL",60,60,"esIUe2tQAtL","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","a9tQqo1rSj7",100,100,"a9tQqo1rSj7","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","KJkbK1YhjFb",71.4,71.4,"KJkbK1YhjFb","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","W0kQBddyGyh",71,71,"W0kQBddyGyh","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","Lj8t70RYnEt",100,100,"Lj8t70RYnEt","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","fsP0Wxie1UW",100,100,"fsP0Wxie1UW","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","NREoMszwQZW",100,100,"NREoMszwQZW","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","TM6ccNxawqy",100,100,"TM6ccNxawqy","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aJR2ZxSH7g4",55,55,"aJR2ZxSH7g4","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","TGzZPOmbgn8",90.5,90.5,"TGzZPOmbgn8","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aPZzL4CyBTg",100,100,"aPZzL4CyBTg","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","xAJgEKKAeRA",91.9,91.9,"xAJgEKKAeRA","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aPhSZRinfbg",95.7,95.7,"aPhSZRinfbg","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","h1O9AvNR4jS",85.2,85.2,"h1O9AvNR4jS","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","iqsaGItA68C",84.2,84.2,"iqsaGItA68C","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","fS71jg1WYPk",84.2,84.2,"fS71jg1WYPk","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","Hmh5JQLls1d",100,100,"Hmh5JQLls1d","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","ztIyIYAzFKp",81.4,81.4,"ztIyIYAzFKp","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","QYiQ2KqgCxj",68,68,"QYiQ2KqgCxj","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","MtpE3CH6vq3",64,64,"MtpE3CH6vq3","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","xy0M4HhjXtD",100,100,"xy0M4HhjXtD","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","wMQ25dybdgH",100,100,"wMQ25dybdgH","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","Ame30QOwuX6",74.1,74.1,"Ame30QOwuX6","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","VuHCApXcMTm",69.2,69.2,"VuHCApXcMTm","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","AS2Seq1grGE",77.8,77.8,"AS2Seq1grGE","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","It5UGwdHAPF",78.3,78.3,"It5UGwdHAPF","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","Gwk4wkLz7EW",100,100,"Gwk4wkLz7EW","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","e8m9ZYMRoeR",78.9,78.9,"e8m9ZYMRoeR","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","Q7PaNIbyZII",64.4,64.4,"Q7PaNIbyZII","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","GLHh0BXys9w",78.3,78.3,"GLHh0BXys9w","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","zJfpujxC1kD",100,100,"zJfpujxC1kD","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","bIONCoCnt3Q",50,50,"bIONCoCnt3Q","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","x75Yh65MaUa",60,60,"x75Yh65MaUa","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","FLygHiUd2UW",75,75,"FLygHiUd2UW","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","z8D9ER36EKN",88.9,88.9,"z8D9ER36EKN","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","ZuQHWOaFQVM",100,100,"ZuQHWOaFQVM","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","gUaoj8Geuao",37.7,37.7,"gUaoj8Geuao","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","O9MoQcpZ4uA",96.1,96.1,"O9MoQcpZ4uA","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","bLoH4VbxCGI",94.7,94.7,"bLoH4VbxCGI","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","EDhGji3EteB",76.5,76.5,"EDhGji3EteB","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aIahLLmtvgT",49.4,49.4,"aIahLLmtvgT","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","JrHILmtK0OU",79.2,79.2,"JrHILmtK0OU","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","tdZbtg9sZkO",75,75,"tdZbtg9sZkO","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","gCN6sU5BjlR",74.4,74.4,"gCN6sU5BjlR","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","B0G9cqixld8",53.6,53.6,"B0G9cqixld8","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","uqUyTPvQKII",94.7,94.7,"uqUyTPvQKII","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","hAoe9dhZh9V",75,75,"hAoe9dhZh9V","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","kb7iUQISRlx",82.4,82.4,"kb7iUQISRlx","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aj4hsYK3dVm",84.6,84.6,"aj4hsYK3dVm","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","AhwgeZQYj16",100,100,"AhwgeZQYj16","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","a3LMKP8z8Xj",70.8,70.8,"a3LMKP8z8Xj","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aphcy5JTnd6",81.8,81.8,"aphcy5JTnd6","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","Pvl4FVXO0RD",37.1,37.1,"Pvl4FVXO0RD","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","JyZJhGXKeEq",70.5,70.5,"JyZJhGXKeEq","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","iQTVPmAJPkr",54.8,54.8,"iQTVPmAJPkr","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","aXjub1BYn1y",94.1,94.1,"aXjub1BYn1y","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","P8iz90eiIrW",97.8,97.8,"P8iz90eiIrW","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","A4aGXEfdb8P",85.7,85.7,"A4aGXEfdb8P","2022","5"
"C4oUitImBPK.REPORTING_RATE","2022W5","ZqJ9w7mzitv",75,75,"ZqJ9w7mzitv","2022","5"
