"district","year","week","total_rdt_stock","total_suspected","rdt_stock_weeks","rdt_stockout"
"Moyo District",2022,52,3675,797,4.61104140526976,"Understock"
"Mpigi District",2022,1,20117,2228,9.02917414721724,"Adequate stock"
"Mpigi District",2022,2,24742,1291,19.1649883810999,"Adequate stock"
"Mpigi District",2022,3,24773,1306,18.968606431853,"Adequate stock"
"Mpigi District",2022,4,24163,1102,21.926497277677,"Overstock"
"Mpigi District",2022,5,32663,1353,24.1411677753141,"Overstock"
"Mpigi District",2022,6,29759,895,33.2502793296089,"Overstock"
"Mpigi District",2022,7,21216,833,25.469387755102,"Overstock"
"Mpigi District",2022,8,26012,1326,19.6168929110106,"Adequate stock"
"Mpigi District",2022,9,25380,1210,20.9752066115702,"Overstock"
"Mpigi District",2022,10,22850,1473,15.5125594025798,"Adequate stock"
"Mpigi District",2022,11,24096,1687,14.2833432128038,"Adequate stock"
"Mpigi District",2022,12,25390,1758,14.4425483503982,"Adequate stock"
"Mpigi District",2022,13,22917,1310,17.493893129771,"Adequate stock"
"Mpigi District",2022,14,29433,1585,18.5697160883281,"Adequate stock"
"Mpigi District",2022,15,26908,1517,17.7376400791035,"Adequate stock"
"Mpigi District",2022,16,29891,1255,23.8175298804781,"Overstock"
"Mpigi District",2022,17,41650,1615,25.7894736842105,"Overstock"
"Mpigi District",2022,18,30272,1857,16.3015616585891,"Adequate stock"
"Mpigi District",2022,19,42348,1865,22.7067024128686,"Overstock"
"Mpigi District",2022,20,14761,1363,10.8297872340426,"Adequate stock"
"Mpigi District",2022,21,17857,1661,10.7507525586996,"Adequate stock"
"Mpigi District",2022,22,58215,2170,26.8271889400922,"Overstock"
"Mpigi District",2022,23,25335,2325,10.8967741935484,"Adequate stock"
"Mpigi District",2022,24,19740,1950,10.1230769230769,"Adequate stock"
"Mpigi District",2022,25,27309,1679,16.26503871352,"Adequate stock"
"Mpigi District",2022,26,24420,1794,13.6120401337793,"Adequate stock"
"Mpigi District",2022,27,29253,1517,19.2834541858932,"Adequate stock"
"Mpigi District",2022,28,29185,1547,18.8655462184874,"Adequate stock"
"Mpigi District",2022,29,33347,1868,17.8517130620985,"Adequate stock"
"Mpigi District",2022,30,25208,2095,12.0324582338902,"Adequate stock"
"Mpigi District",2022,31,22700,1141,19.8948290972831,"Adequate stock"
"Mpigi District",2022,32,14298,1170,12.2205128205128,"Adequate stock"
"Mpigi District",2022,33,20960,1137,18.4344766930519,"Adequate stock"
"Mpigi District",2022,34,35890,981,36.5851172273191,"Overstock"
"Mpigi District",2022,35,21961,968,22.6869834710744,"Overstock"
"Mpigi District",2022,36,36314,1336,27.1811377245509,"Overstock"
"Mpigi District",2022,37,18197,1132,16.0750883392226,"Adequate stock"
"Mpigi District",2022,38,15142,1532,9.88381201044386,"Adequate stock"
"Mpigi District",2022,39,26857,2154,12.4684308263695,"Adequate stock"
"Mpigi District",2022,40,22266,1893,11.7622820919176,"Adequate stock"
"Mpigi District",2022,41,21846,1995,10.9503759398496,"Adequate stock"
"Mpigi District",2022,42,20461,1672,12.2374401913876,"Adequate stock"
"Mpigi District",2022,43,19517,1659,11.7643158529234,"Adequate stock"
"Mpigi District",2022,44,18901,2188,8.63848263254113,"Adequate stock"
"Mpigi District",2022,45,16862,1894,8.90285110876452,"Adequate stock"
"Mpigi District",2022,46,13762,1495,9.20535117056856,"Adequate stock"
"Mpigi District",2022,47,10670,1296,8.23302469135803,"Adequate stock"
"Mpigi District",2022,48,11242,1976,5.68927125506073,"Understock"
"Mpigi District",2022,49,8835,1926,4.58722741433022,"Understock"
"Mpigi District",2022,50,5250,1045,5.02392344497608,"Understock"
"Mpigi District",2022,51,20172,1617,12.4749536178108,"Adequate stock"
"Mpigi District",2022,52,42306,1928,21.9429460580913,"Overstock"
"Mubende District",2022,1,14869,1723,8.62971561230412,"Adequate stock"
"Mubende District",2022,2,13176,1196,11.0167224080268,"Adequate stock"
"Mubende District",2022,3,8797,692,12.7124277456647,"Adequate stock"
"Mubende District",2022,4,57059,1399,40.7855611150822,"Overstock"
"Mubende District",2022,5,58043,1701,34.1228689006467,"Overstock"
"Mubende District",2022,6,83378,1808,46.1161504424779,"Overstock"
"Mubende District",2022,7,45924,1554,29.5521235521236,"Overstock"
"Mubende District",2022,8,52854,1891,27.9502908514014,"Overstock"
"Mubende District",2022,9,51171,1389,36.8401727861771,"Overstock"
"Mubende District",2022,10,44790,2131,21.0183012670108,"Overstock"
"Mubende District",2022,11,50959,2318,21.9840379637619,"Overstock"
"Mubende District",2022,12,21536,1231,17.4947197400487,"Adequate stock"
"Mubende District",2022,13,24980,1002,24.9301397205589,"Overstock"
"Mubende District",2022,14,37477,1494,25.0850066934404,"Overstock"
"Mubende District",2022,15,20490,1094,18.7294332723949,"Adequate stock"
"Mubende District",2022,16,52365,961,54.4901144640999,"Overstock"
"Mubende District",2022,17,57633,1273,45.2733699921445,"Overstock"
"Mubende District",2022,18,66960,1717,38.9982527664531,"Overstock"
"Mubende District",2022,19,116726,2678,43.5870052277819,"Overstock"
"Mubende District",2022,20,75191,1581,47.5591397849462,"Overstock"
"Mubende District",2022,21,51990,2743,18.9537003281079,"Adequate stock"
"Mubende District",2022,22,27411,1609,17.036047234307,"Adequate stock"
"Mubende District",2022,23,39502,2365,16.7027484143763,"Adequate stock"
"Mubende District",2022,24,40067,2485,16.1235412474849,"Adequate stock"
"Mubende District",2022,25,31833,2111,15.0795831359545,"Adequate stock"
"Mubende District",2022,26,52741,1702,30.9876615746181,"Overstock"
"Mubende District",2022,27,47691,2185,21.8265446224256,"Overstock"
"Mubende District",2022,28,38063,2252,16.901865008881,"Adequate stock"
"Mubende District",2022,29,51063,2804,18.2107703281027,"Adequate stock"
"Mubende District",2022,30,83450,2530,32.9841897233202,"Overstock"
"Mubende District",2022,31,37404,1883,19.8640467339352,"Adequate stock"
"Mubende District",2022,32,24337,2148,11.3300744878957,"Adequate stock"
"Mubende District",2022,33,40306,2468,16.3314424635332,"Adequate stock"
"Mubende District",2022,34,44214,2596,17.0315870570108,"Adequate stock"
"Mubende District",2022,35,35890,2331,15.3968253968254,"Adequate stock"
"Mubende District",2022,36,58476,2782,21.019410496046,"Overstock"
"Mubende District",2022,37,25378,2307,11.0004334633723,"Adequate stock"
"Mubende District",2022,38,30420,2144,14.1884328358209,"Adequate stock"
"Mubende District",2022,39,24946,2509,9.94260661618175,"Adequate stock"
"Mubende District",2022,40,48175,2462,19.5674248578392,"Adequate stock"
"Mubende District",2022,41,37230,3450,10.7913043478261,"Adequate stock"
"Mubende District",2022,42,51480,2411,21.3521360431356,"Overstock"
"Mubende District",2022,43,27793,3119,8.91086886822699,"Adequate stock"
"Mubende District",2022,44,29306,2168,13.5175276752768,"Adequate stock"
"Mubende District",2022,45,29229,2071,14.1134717527764,"Adequate stock"
"Mubende District",2022,46,18511,1474,12.5583446404342,"Adequate stock"
"Mubende District",2022,47,18905,1846,10.2410617551463,"Adequate stock"
"Mubende District",2022,48,25299,2420,10.454132231405,"Adequate stock"
"Mubende District",2022,49,16939,2125,7.97129411764706,"Understock"
"Mubende District",2022,50,12743,1713,7.43899591360187,"Understock"
"Mubende District",2022,51,12788,1525,8.3855737704918,"Adequate stock"
"Mubende District",2022,52,14187,1427,9.94183601962158,"Adequate stock"
"Mukono District",2022,1,38297,4951,7.73520500908907,"Understock"
"Mukono District",2022,2,32749,3768,8.69134819532909,"Adequate stock"
"Mukono District",2022,3,46954,2972,15.7987886944818,"Adequate stock"
"Mukono District",2022,4,30452,3364,9.05231866825208,"Adequate stock"
"Mukono District",2022,5,36836,3693,9.97454643920931,"Adequate stock"
"Mukono District",2022,6,43912,3566,12.3140773976444,"Adequate stock"
"Mukono District",2022,7,32948,3359,9.80887168800238,"Adequate stock"
"Mukono District",2022,8,27840,4077,6.82855040470935,"Understock"
"Mukono District",2022,9,31414,3989,7.8751566808724,"Understock"
"Mukono District",2022,10,25199,3986,6.32187656798796,"Understock"
"Mukono District",2022,11,56706,4736,11.9733952702703,"Adequate stock"
"Mukono District",2022,12,134727,5497,24.5091868291796,"Overstock"
"Mukono District",2022,13,138505,5076,27.2862490149724,"Overstock"
"Mukono District",2022,14,48429,4572,10.5925196850394,"Adequate stock"
"Mukono District",2022,15,123864,4224,29.3238636363636,"Overstock"
"Mukono District",2022,16,62787,4025,15.5992546583851,"Adequate stock"
"Mukono District",2022,17,37928,3766,10.0711630377058,"Adequate stock"
"Mukono District",2022,18,49381,4320,11.430787037037,"Adequate stock"
"Mukono District",2022,19,31635,3785,8.35799207397622,"Adequate stock"
"Mukono District",2022,20,20594,3136,6.56696428571429,"Understock"
"Mukono District",2022,21,17422,3454,5.04400694846555,"Understock"
"Mukono District",2022,22,37755,4143,9.11296162201303,"Adequate stock"
"Mukono District",2022,23,36664,4987,7.35191497894526,"Understock"
"Mukono District",2022,24,21641,4458,4.85441902198295,"Understock"
"Mukono District",2022,25,31813,4923,6.46211659557181,"Understock"
"Mukono District",2022,26,34091,5292,6.44198790627362,"Understock"
"Mukono District",2022,27,16925,4441,3.81107858590408,"Understock"
"Mukono District",2022,28,19880,4483,4.43453044836047,"Understock"
"Mukono District",2022,29,22574,4001,5.64208947763059,"Understock"
"Mukono District",2022,30,18828,3501,5.37789203084833,"Understock"
"Mukono District",2022,31,36386,3126,11.639795265515,"Adequate stock"
"Mukono District",2022,32,25893,2703,9.57935627081021,"Adequate stock"
"Mukono District",2022,33,39715,2751,14.436568520538,"Adequate stock"
"Mukono District",2022,34,31386,3126,10.0403071017274,"Adequate stock"
"Mukono District",2022,35,45098,2726,16.5436537050624,"Adequate stock"
"Mukono District",2022,36,46653,2912,16.0209478021978,"Adequate stock"
"Mukono District",2022,37,37158,3837,9.68412822517592,"Adequate stock"
"Mukono District",2022,38,75337,4192,17.9716125954198,"Adequate stock"
"Mukono District",2022,39,36085,5504,6.55614098837209,"Understock"
"Mukono District",2022,40,27474,3790,7.2490765171504,"Understock"
"Mukono District",2022,41,25921,3407,7.60815967126504,"Understock"
"Mukono District",2022,42,20520,3359,6.10896100029771,"Understock"
"Mukono District",2022,43,21636,3332,6.49339735894358,"Understock"
"Mukono District",2022,44,32933,2909,11.3210725335167,"Adequate stock"
"Mukono District",2022,45,24360,3776,6.45127118644068,"Understock"
"Mukono District",2022,46,13691,2608,5.24961656441718,"Understock"
"Mukono District",2022,47,38431,3521,10.9147969326896,"Adequate stock"
"Mukono District",2022,48,51522,4885,10.5469805527124,"Adequate stock"
"Mukono District",2022,49,41647,3573,11.6560313462077,"Adequate stock"
"Mukono District",2022,50,30697,2700,11.3692592592593,"Adequate stock"
"Mukono District",2022,51,41963,1897,22.1207169214549,"Overstock"
"Mukono District",2022,52,35567,2932,12.1306275579809,"Adequate stock"
"Nabilatuk District",2022,1,43259,1325,32.6483018867925,"Overstock"
"Nabilatuk District",2022,2,41121,978,42.0460122699387,"Overstock"
"Nabilatuk District",2022,3,40486,652,62.0950920245399,"Overstock"
"Nabilatuk District",2022,4,39231,1048,37.4341603053435,"Overstock"
"Nabilatuk District",2022,5,26787,513,52.2163742690058,"Overstock"
"Nabilatuk District",2022,6,7925,715,11.0839160839161,"Adequate stock"
"Nabilatuk District",2022,7,33875,613,55.2610114192496,"Overstock"
"Nabilatuk District",2022,8,42964,1152,37.2951388888889,"Overstock"
"Nabilatuk District",2022,9,52355,726,72.1143250688705,"Overstock"
"Nabilatuk District",2022,10,69769,1095,63.7159817351598,"Overstock"
"Nabilatuk District",2022,11,53895,1386,38.8852813852814,"Overstock"
"Nabilatuk District",2022,12,6750,1558,4.33247753530167,"Understock"
"Nabilatuk District",2022,13,88829,1097,80.9744758432088,"Overstock"
"Nabilatuk District",2022,14,90271,1055,85.5649289099526,"Overstock"
"Nabilatuk District",2022,15,58418,844,69.2156398104265,"Overstock"
"Nabilatuk District",2022,16,87804,986,89.0507099391481,"Overstock"
"Nabilatuk District",2022,17,79400,866,91.6859122401848,"Overstock"
"Nabilatuk District",2022,18,23851,1164,20.4905498281787,"Overstock"
"Nabilatuk District",2022,19,52390,1378,38.0188679245283,"Overstock"
"Nabilatuk District",2022,20,55323,2069,26.7390043499275,"Overstock"
"Nabilatuk District",2022,21,52775,1171,45.068317677199,"Overstock"
"Nabilatuk District",2022,22,87695,1709,51.3136337039204,"Overstock"
"Nabilatuk District",2022,23,47200,1992,23.6947791164659,"Overstock"
"Nabilatuk District",2022,24,54264,1950,27.8276923076923,"Overstock"
"Nabilatuk District",2022,25,70060,1692,41.4066193853428,"Overstock"
"Nabilatuk District",2022,26,50975,1136,44.8723591549296,"Overstock"
"Nabilatuk District",2022,27,92625,1158,79.9870466321243,"Overstock"
"Nabilatuk District",2022,28,87770,1201,73.0807660283097,"Overstock"
"Nabilatuk District",2022,29,57525,846,67.9964539007092,"Overstock"
"Nabilatuk District",2022,30,49122,711,69.0886075949367,"Overstock"
"Nabilatuk District",2022,31,52005,585,88.8974358974359,"Overstock"
"Nabilatuk District",2022,32,3527,474,7.44092827004219,"Understock"
"Nabilatuk District",2022,33,47910,718,66.7270194986072,"Overstock"
"Nabilatuk District",2022,34,51469,1011,50.9090009891197,"Overstock"
"Nabilatuk District",2022,35,64968,1359,47.8057395143488,"Overstock"
"Nabilatuk District",2022,36,66447,1021,65.0803134182174,"Overstock"
"Nabilatuk District",2022,37,18371,1003,18.3160518444666,"Adequate stock"
"Nabilatuk District",2022,38,66225,1220,54.2827868852459,"Overstock"
"Nabilatuk District",2022,39,65143,2188,29.7728519195612,"Overstock"
"Nabilatuk District",2022,40,64966,1158,56.1018998272884,"Overstock"
"Nabilatuk District",2022,41,74583,1027,72.6222005842259,"Overstock"
"Nabilatuk District",2022,42,110655,1291,85.7126258714175,"Overstock"
"Nabilatuk District",2022,43,36845,1244,29.6181672025723,"Overstock"
"Nabilatuk District",2022,44,26869,1101,24.4041780199818,"Overstock"
"Nabilatuk District",2022,45,64964,384,169.177083333333,"Overstock"
"Nabilatuk District",2022,46,98290,1383,71.0701373825018,"Overstock"
"Nabilatuk District",2022,47,99572,1579,63.060164661178,"Overstock"
"Nabilatuk District",2022,48,128535,1107,116.111111111111,"Overstock"
"Nabilatuk District",2022,49,132275,1038,127.432562620424,"Overstock"
"Nabilatuk District",2022,50,133940,891,150.325476992144,"Overstock"
"Nabilatuk District",2022,51,104049,645,161.316279069767,"Overstock"
"Nabilatuk District",2022,52,91537,894,102.390380313199,"Overstock"
"Nakapiripirit District",2022,1,24300,1052,23.0988593155894,"Overstock"
"Nakapiripirit District",2022,2,28776,742,38.7816711590296,"Overstock"
"Nakapiripirit District",2022,3,28135,997,28.2196589769308,"Overstock"
"Nakapiripirit District",2022,4,23400,1034,22.6305609284333,"Overstock"
"Nakapiripirit District",2022,5,14325,834,17.1762589928058,"Adequate stock"
"Nakapiripirit District",2022,6,18375,860,21.3662790697674,"Overstock"
"Nakapiripirit District",2022,7,16675,1108,15.0496389891697,"Adequate stock"
"Nakapiripirit District",2022,8,16475,1140,14.4517543859649,"Adequate stock"
"Nakapiripirit District",2022,9,14575,890,16.376404494382,"Adequate stock"
"Nakapiripirit District",2022,10,14056,1167,12.044558697515,"Adequate stock"
"Nakapiripirit District",2022,11,32631,1222,26.70294599018,"Overstock"
"Nakapiripirit District",2022,12,35035,1347,26.0096510764662,"Overstock"
"Nakapiripirit District",2022,13,12650,848,14.9174528301887,"Adequate stock"
"Nakapiripirit District",2022,14,14482,785,18.4484076433121,"Adequate stock"
"Nakapiripirit District",2022,15,13750,828,16.6062801932367,"Adequate stock"
"Nakapiripirit District",2022,16,27125,780,34.775641025641,"Overstock"
"Nakapiripirit District",2022,17,34964,1217,28.7296631059984,"Overstock"
"Nakapiripirit District",2022,18,26897,1076,24.9972118959108,"Overstock"
"Nakapiripirit District",2022,19,35019,1073,32.6365330848089,"Overstock"
"Nakapiripirit District",2022,20,19200,730,26.3013698630137,"Overstock"
"Nakapiripirit District",2022,21,19760,938,21.0660980810235,"Overstock"
"Nakapiripirit District",2022,22,9325,742,12.5673854447439,"Adequate stock"
"Nakapiripirit District",2022,23,41268,1431,28.8385744234801,"Overstock"
"Nakapiripirit District",2022,24,39475,2365,16.6913319238901,"Adequate stock"
"Nakapiripirit District",2022,25,29725,2008,14.8032868525896,"Adequate stock"
"Nakapiripirit District",2022,26,51445,1956,26.3011247443763,"Overstock"
"Nakapiripirit District",2022,27,48345,1644,29.4069343065693,"Overstock"
"Nakapiripirit District",2022,28,71125,1883,37.7721720658524,"Overstock"
"Nakapiripirit District",2022,29,28723,1534,18.7242503259452,"Adequate stock"
"Nakapiripirit District",2022,30,38152,1825,20.9052054794521,"Overstock"
"Nakapiripirit District",2022,31,36619,1479,24.7592968221771,"Overstock"
"Nakapiripirit District",2022,32,18509,1459,12.6860863605209,"Adequate stock"
"Nakapiripirit District",2022,33,28572,1277,22.3743148003132,"Overstock"
"Nakapiripirit District",2022,34,20466,1190,17.1983193277311,"Adequate stock"
"Nakapiripirit District",2022,35,38643,1424,27.1369382022472,"Overstock"
"Nakapiripirit District",2022,36,33480,1485,22.5454545454545,"Overstock"
"Nakapiripirit District",2022,37,34853,1188,29.3375420875421,"Overstock"
"Nakapiripirit District",2022,38,33048,1869,17.6821829855538,"Adequate stock"
"Nakapiripirit District",2022,39,33150,1615,20.5263157894737,"Overstock"
"Nakapiripirit District",2022,40,53698,1435,37.4202090592334,"Overstock"
"Nakapiripirit District",2022,41,26550,1377,19.281045751634,"Adequate stock"
"Nakapiripirit District",2022,42,34661,1451,23.8876636802205,"Overstock"
"Nakapiripirit District",2022,43,33265,985,33.7715736040609,"Overstock"
"Nakapiripirit District",2022,44,33060,1216,27.1875,"Overstock"
"Nakapiripirit District",2022,45,60465,1155,52.3506493506493,"Overstock"
"Nakapiripirit District",2022,46,10191,552,18.4619565217391,"Adequate stock"
"Nakapiripirit District",2022,47,61147,1798,34.0083426028921,"Overstock"
"Nakapiripirit District",2022,48,66305,1684,39.3735154394299,"Overstock"
"Nakapiripirit District",2022,49,62701,1716,36.5390442890443,"Overstock"
"Nakapiripirit District",2022,50,41012,1022,40.1291585127202,"Overstock"
"Nakapiripirit District",2022,51,25385,556,45.6564748201439,"Overstock"
"Nakapiripirit District",2022,52,14127,666,21.2117117117117,"Overstock"
"Nakaseke District",2022,1,6316,1105,5.7158371040724,"Understock"
"Nakaseke District",2022,2,4295,1009,4.25668979187314,"Understock"
"Nakaseke District",2022,3,4921,989,4.97573306370071,"Understock"
"Nakaseke District",2022,4,2539,1116,2.27508960573477,"Understock"
"Nakaseke District",2022,5,2756,843,3.26927639383155,"Understock"
"Nakaseke District",2022,6,4325,1061,4.07634307257304,"Understock"
"Nakaseke District",2022,7,2658,1096,2.42518248175182,"Understock"
"Nakaseke District",2022,8,23272,1241,18.7526188557615,"Adequate stock"
"Nakaseke District",2022,9,21200,1880,11.2765957446809,"Adequate stock"
"Nakaseke District",2022,10,21800,2391,9.11752404851527,"Adequate stock"
"Nakaseke District",2022,11,19688,2243,8.77753009362461,"Adequate stock"
"Nakaseke District",2022,12,17945,1897,9.45967316816025,"Adequate stock"
"Nakaseke District",2022,13,13525,1513,8.93919365499009,"Adequate stock"
"Nakaseke District",2022,14,17847,1521,11.7337278106509,"Adequate stock"
"Nakaseke District",2022,15,13476,1339,10.0642270351008,"Adequate stock"
"Nakaseke District",2022,16,12736,1500,8.49066666666667,"Adequate stock"
"Nakaseke District",2022,17,12207,1867,6.5382967327263,"Understock"
"Nakaseke District",2022,18,10600,2077,5.10351468464131,"Understock"
"Nakaseke District",2022,19,9097,2574,3.53418803418803,"Understock"
"Nakaseke District",2022,20,3061,1395,2.19426523297491,"Understock"
"Nakaseke District",2022,21,4748,1446,3.283540802213,"Understock"
"Nakaseke District",2022,22,4042,1471,2.74779061862678,"Understock"
"Nakaseke District",2022,23,3435,1493,2.3007367716008,"Understock"
"Nakaseke District",2022,24,3078,1377,2.23529411764706,"Understock"
"Nakaseke District",2022,25,2165,1739,1.24496837262795,"Understock"
"Nakaseke District",2022,26,1972,1579,1.24889170360988,"Understock"
"Nakaseke District",2022,27,1313,1190,1.10336134453782,"Understock"
"Nakaseke District",2022,28,4075,1152,3.53732638888889,"Understock"
"Nakaseke District",2022,29,11184,1700,6.57882352941176,"Understock"
"Nakaseke District",2022,30,9791,1549,6.3208521626856,"Understock"
"Nakaseke District",2022,31,10664,1378,7.73875181422351,"Understock"
"Nakaseke District",2022,32,10696,1087,9.83992640294388,"Adequate stock"
"Nakaseke District",2022,33,15079,1504,10.0259308510638,"Adequate stock"
"Nakaseke District",2022,34,11820,1465,8.06825938566553,"Adequate stock"
"Nakaseke District",2022,35,11938,1499,7.96397598398933,"Understock"
"Nakaseke District",2022,36,9007,1451,6.20744314266023,"Understock"
"Nakaseke District",2022,37,7424,1355,5.4789667896679,"Understock"
"Nakaseke District",2022,38,7797,2615,2.98164435946463,"Understock"
"Nakaseke District",2022,39,7436,1784,4.16816143497758,"Understock"
"Nakaseke District",2022,40,6631,1328,4.99322289156626,"Understock"
"Nakaseke District",2022,41,7925,1269,6.24507486209614,"Understock"
"Nakaseke District",2022,42,5823,939,6.20127795527157,"Understock"
"Nakaseke District",2022,43,14728,1447,10.1782999308915,"Adequate stock"
"Nakaseke District",2022,44,13152,1865,7.05201072386059,"Understock"
"Nakaseke District",2022,45,9116,2010,4.53532338308458,"Understock"
"Nakaseke District",2022,46,4261,478,8.91422594142259,"Adequate stock"
"Nakaseke District",2022,47,4017,1716,2.34090909090909,"Understock"
"Nakaseke District",2022,48,7524,1851,4.06482982171799,"Understock"
"Nakaseke District",2022,49,7300,1299,5.61970746728252,"Understock"
"Nakaseke District",2022,50,5904,1058,5.58034026465028,"Understock"
"Nakaseke District",2022,51,3515,652,5.39110429447853,"Understock"
"Nakaseke District",2022,52,3214,1144,2.80944055944056,"Understock"
"Nakasongola District",2022,1,19930,2039,9.77439921530162,"Adequate stock"
"Nakasongola District",2022,2,17910,1169,15.3207869974337,"Adequate stock"
"Nakasongola District",2022,3,18581,1430,12.9937062937063,"Adequate stock"
"Nakasongola District",2022,4,17459,1391,12.5514018691589,"Adequate stock"
"Nakasongola District",2022,5,15221,1032,14.7490310077519,"Adequate stock"
"Nakasongola District",2022,6,16523,1692,9.76536643026005,"Adequate stock"
"Nakasongola District",2022,7,61946,1571,39.430935709739,"Overstock"
"Nakasongola District",2022,8,80189,2882,27.824080499653,"Overstock"
"Nakasongola District",2022,9,118776,2152,55.1933085501859,"Overstock"
"Nakasongola District",2022,10,56566,2718,20.8116261957322,"Overstock"
"Nakasongola District",2022,11,77925,2923,26.6592541908998,"Overstock"
"Nakasongola District",2022,12,73984,2038,36.3022571148185,"Overstock"
"Nakasongola District",2022,13,54851,1489,36.8374748153123,"Overstock"
"Nakasongola District",2022,14,51324,1385,37.0570397111913,"Overstock"
"Nakasongola District",2022,15,50818,1267,40.1089187056038,"Overstock"
"Nakasongola District",2022,16,40912,1394,29.3486370157819,"Overstock"
"Nakasongola District",2022,17,51347,1370,37.4795620437956,"Overstock"
"Nakasongola District",2022,18,54004,1860,29.0344086021505,"Overstock"
"Nakasongola District",2022,19,48485,2339,20.7289439931595,"Overstock"
"Nakasongola District",2022,20,3187,681,4.6798825256975,"Understock"
"Nakasongola District",2022,21,17677,1684,10.4970308788599,"Adequate stock"
"Nakasongola District",2022,22,10100,878,11.503416856492,"Adequate stock"
"Nakasongola District",2022,23,14771,1835,8.04959128065395,"Adequate stock"
"Nakasongola District",2022,24,16924,2907,5.8218094255246,"Understock"
"Nakasongola District",2022,25,19658,2092,9.39674952198853,"Adequate stock"
"Nakasongola District",2022,26,21163,3018,7.01225977468522,"Understock"
"Nakasongola District",2022,27,13937,2057,6.77540106951872,"Understock"
"Nakasongola District",2022,28,47932,2463,19.460820138043,"Adequate stock"
"Nakasongola District",2022,29,41536,2789,14.8927931158121,"Adequate stock"
"Nakasongola District",2022,30,44348,1912,23.1945606694561,"Overstock"
"Nakasongola District",2022,31,54631,2342,23.3266438941076,"Overstock"
"Nakasongola District",2022,32,43985,1549,28.395739186572,"Overstock"
"Nakasongola District",2022,33,49562,1993,24.8680381334671,"Overstock"
"Nakasongola District",2022,34,41334,1959,21.0995405819296,"Overstock"
"Nakasongola District",2022,35,38473,1443,26.6618156618157,"Overstock"
"Nakasongola District",2022,36,28164,1548,18.1937984496124,"Adequate stock"
"Nakasongola District",2022,37,37316,1894,19.7022175290391,"Adequate stock"
"Nakasongola District",2022,38,33484,2074,16.1446480231437,"Adequate stock"
"Nakasongola District",2022,39,30508,2757,11.0656510700036,"Adequate stock"
"Nakasongola District",2022,40,31209,2640,11.8215909090909,"Adequate stock"
"Nakasongola District",2022,41,25805,2776,9.2957492795389,"Adequate stock"
"Nakasongola District",2022,42,75569,2861,26.4134917860888,"Overstock"
"Nakasongola District",2022,43,51817,4109,12.6106108542224,"Adequate stock"
"Nakasongola District",2022,44,43908,3285,13.3662100456621,"Adequate stock"
"Nakasongola District",2022,45,46941,3949,11.8868067865282,"Adequate stock"
"Nakasongola District",2022,46,23101,1549,14.9134925758554,"Adequate stock"
"Nakasongola District",2022,47,29077,2244,12.9576648841355,"Adequate stock"
"Nakasongola District",2022,48,34367,3473,9.89547941261158,"Adequate stock"
"Nakasongola District",2022,49,26012,2460,10.5739837398374,"Adequate stock"
"Nakasongola District",2022,50,15891,2138,7.43264733395697,"Understock"
"Nakasongola District",2022,51,13032,1834,7.10577971646674,"Understock"
"Nakasongola District",2022,52,53059,2056,25.806906614786,"Overstock"
"Namayingo District",2022,1,57844,3141,18.4157911493155,"Adequate stock"
"Namayingo District",2022,2,56795,2490,22.8092369477912,"Overstock"
"Namayingo District",2022,3,71437,2735,26.1195612431444,"Overstock"
"Namayingo District",2022,4,30395,2544,11.9477201257862,"Adequate stock"
"Namayingo District",2022,5,20648,1611,12.8168839230292,"Adequate stock"
"Namayingo District",2022,6,33797,1651,20.4706238643247,"Overstock"
"Namayingo District",2022,7,35093,2585,13.5756286266925,"Adequate stock"
"Namayingo District",2022,8,43971,2969,14.8100370495116,"Adequate stock"
"Namayingo District",2022,9,67038,2583,25.9535423925668,"Overstock"
"Namayingo District",2022,10,164731,3509,46.9452835565688,"Overstock"
"Namayingo District",2022,11,109846,3001,36.6031322892369,"Overstock"
"Namayingo District",2022,12,100502,2479,40.5413473174667,"Overstock"
"Namayingo District",2022,13,93270,2542,36.6915814319434,"Overstock"
"Namayingo District",2022,14,78061,1927,40.5090814737935,"Overstock"
"Namayingo District",2022,15,42053,1588,26.4817380352645,"Overstock"
"Namayingo District",2022,16,111155,1782,62.3765432098765,"Overstock"
"Namayingo District",2022,17,25994,2141,12.141055581504,"Adequate stock"
"Namayingo District",2022,18,61284,2025,30.2637037037037,"Overstock"
"Namayingo District",2022,19,81877,3242,25.2550894509562,"Overstock"
"Namayingo District",2022,20,20008,726,27.5592286501377,"Overstock"
"Namayingo District",2022,21,74538,1470,50.7061224489796,"Overstock"
"Namayingo District",2022,22,72199,1409,51.2413058907026,"Overstock"
"Namayingo District",2022,23,53052,2139,24.8022440392707,"Overstock"
"Namayingo District",2022,24,68327,2627,26.0095165588123,"Overstock"
"Namayingo District",2022,25,62482,2087,29.9386679444178,"Overstock"
"Namayingo District",2022,26,81292,2499,32.5298119247699,"Overstock"
"Namayingo District",2022,27,65094,2551,25.5170521364171,"Overstock"
"Namayingo District",2022,28,55862,2679,20.8518103770063,"Overstock"
"Namayingo District",2022,29,63599,3397,18.7221077421254,"Adequate stock"
"Namayingo District",2022,30,86984,3273,26.5762297586312,"Overstock"
"Namayingo District",2022,31,97241,2625,37.0441904761905,"Overstock"
"Namayingo District",2022,32,32045,1711,18.728813559322,"Adequate stock"
"Namayingo District",2022,33,98716,2569,38.4258466329311,"Overstock"
