"district","year","week","total_cases"
"Namutumba District",2022,8,1065
"Namutumba District",2022,9,1398
"Bukedea District",2022,1,1065
"Bukedea District",2022,2,1196
"Bukedea District",2022,3,1016
"Bukedea District",2022,34,1272
"Bukedea District",2022,4,1295
"Bukedea District",2022,41,2288
"Bukedea District",2022,42,2037
"Bukedea District",2022,43,1913
"Bukedea District",2022,44,1501
"Bukedea District",2022,45,1266
"Bukedea District",2022,46,1205
"Bukedea District",2022,5,1357
"Bukedea District",2022,6,1687
"Bukedea District",2022,7,1315
"Wakiso District",2022,11,2596
"Wakiso District",2022,14,2367
"Wakiso District",2022,15,1687
"Wakiso District",2022,16,2874
"Wakiso District",2022,17,2524
"Wakiso District",2022,22,3200
"Wakiso District",2022,23,3439
"Wakiso District",2022,24,3445
"Wakiso District",2022,9,2283
"Sembabule District",2022,10,604
"Sembabule District",2022,11,782
"Sembabule District",2022,12,665
"Sembabule District",2022,15,806
"Sembabule District",2022,16,919
"Sembabule District",2022,19,912
"Sembabule District",2022,20,406
"Sembabule District",2022,21,1289
"Sembabule District",2022,22,1527
"Sembabule District",2022,26,1295
"Sembabule District",2022,27,1298
"Sembabule District",2022,28,1253
"Sembabule District",2022,30,1038
"Sembabule District",2022,31,660
"Sembabule District",2022,32,578
"Sembabule District",2022,6,1486
"Sembabule District",2022,7,1035
"Sembabule District",2022,8,1246
"Sembabule District",2022,9,810
"Kole District",2022,1,906
"Kole District",2022,10,2029
"Kole District",2022,11,1925
"Kole District",2022,12,1491
"Kole District",2022,13,1133
"Kole District",2022,14,1698
"Kole District",2022,16,891
"Kole District",2022,18,2359
"Kole District",2022,19,3208
"Kole District",2022,2,712
"Kole District",2022,27,1187
"Kole District",2022,3,909
"Kole District",2022,30,3615
"Kole District",2022,31,2506
"Kole District",2022,33,2592
"Kole District",2022,35,1885
"Kole District",2022,36,1817
"Kole District",2022,37,1906
"Kole District",2022,38,1777
"Kole District",2022,4,1050
"Kole District",2022,42,904
"Kole District",2022,44,3502
"Kole District",2022,46,978
"Kole District",2022,47,1461
"Kole District",2022,48,1687
"Kole District",2022,5,734
"Kole District",2022,51,471
"Kole District",2022,7,578
"Kole District",2022,9,1826
"Mpigi District",2022,46,486
"Kyankwanzi District",2022,32,205
"Kyankwanzi District",2022,33,424
"Kyankwanzi District",2022,34,378
"Kyankwanzi District",2022,38,424
"Kyankwanzi District",2022,42,662
"Kyankwanzi District",2022,43,789
"Kyankwanzi District",2022,44,840
"Mbale City",2022,16,1336
"Mbale City",2022,18,1550
"Mbale City",2022,19,1756
"Mbale City",2022,44,1168
"Bukedea District",2022,33,1157
"Bukedea District",2022,35,1065
"Bukedea District",2022,36,1007
"Bukedea District",2022,39,2820
"Bukedea District",2022,40,1520
"Bukedea District",2022,47,1055
"Bukedea District",2022,48,1429
"Bukedea District",2022,49,2511
"Bukedea District",2022,50,2164
"Bukedea District",2022,51,948
"Bukedea District",2022,52,1405
"Amuru District",2022,11,2972
"Amuru District",2022,13,2262
"Amuru District",2022,14,2054
"Amuru District",2022,28,3450
"Amuru District",2022,29,4502
"Amuru District",2022,30,3602
"Amuru District",2022,32,3406
"Amuru District",2022,40,1178
"Amuru District",2022,42,5078
"Amuru District",2022,44,3006
"Amuru District",2022,47,1607
"Amuru District",2022,48,1544
"Amuru District",2022,8,2962
"Amuru District",2022,9,2343
"Pader District",2022,11,1972
"Pader District",2022,12,1779
"Pader District",2022,13,1587
"Pader District",2022,14,1795
"Pader District",2022,15,1773
"Pader District",2022,19,5401
"Pader District",2022,20,3901
"Pader District",2022,33,4726
"Pader District",2022,50,2783
"Pader District",2022,51,2511
"Pader District",2022,52,2652
"Pader District",2022,9,2325
"Mpigi District",2022,1,536
"Mpigi District",2022,10,542
"Mpigi District",2022,11,664
"Mpigi District",2022,23,991
"Mpigi District",2022,25,603
"Mpigi District",2022,3,501
"Mpigi District",2022,37,565
"Mpigi District",2022,38,556
"Mpigi District",2022,44,802
"Mpigi District",2022,52,731
"Kanungu District",2022,1,1226
"Kanungu District",2022,10,854
"Kanungu District",2022,11,865
"Kanungu District",2022,12,837
"Kanungu District",2022,13,559
"Kanungu District",2022,14,563
"Kanungu District",2022,15,795
"Kanungu District",2022,16,984
"Kanungu District",2022,17,1172
"Kanungu District",2022,18,991
"Kanungu District",2022,19,1090
"Kanungu District",2022,2,1298
"Kanungu District",2022,21,750
"Kanungu District",2022,22,940
"Kanungu District",2022,23,982
"Kanungu District",2022,24,692
"Kanungu District",2022,25,820
"Kanungu District",2022,26,1443
"Kanungu District",2022,27,1199
"Kanungu District",2022,28,1172
"Kanungu District",2022,29,1038
"Kanungu District",2022,3,1424
"Kanungu District",2022,30,1022
"Kanungu District",2022,31,971
"Kanungu District",2022,32,565
"Kanungu District",2022,33,806
"Kanungu District",2022,34,954
"Kanungu District",2022,35,812
"Kanungu District",2022,36,776
"Kanungu District",2022,37,905
"Kanungu District",2022,38,1121
"Kanungu District",2022,39,1619
"Kanungu District",2022,4,1379
"Kanungu District",2022,40,1562
"Kanungu District",2022,41,1517
"Kanungu District",2022,42,1462
"Kanungu District",2022,43,1431
"Kanungu District",2022,44,1277
"Kanungu District",2022,45,828
"Kanungu District",2022,46,407
"Kanungu District",2022,47,1073
"Kanungu District",2022,48,1122
"Kanungu District",2022,49,1054
"Kanungu District",2022,5,1044
"Kanungu District",2022,50,779
"Kanungu District",2022,52,828
"Kanungu District",2022,6,1437
"Kanungu District",2022,7,1134
"Kanungu District",2022,8,958
"Kanungu District",2022,9,976
"Ngora District",2022,10,1111
"Ngora District",2022,12,1469
"Ngora District",2022,13,391
"Ngora District",2022,14,284
"Ngora District",2022,15,518
"Ngora District",2022,16,611
"Ngora District",2022,17,1130
"Ngora District",2022,18,998
"Ngora District",2022,19,1373
"Ngora District",2022,2,768
"Ngora District",2022,26,1065
"Ngora District",2022,27,450
"Ngora District",2022,28,789
"Ngora District",2022,29,1484
"Ngora District",2022,30,1559
"Ngora District",2022,31,1182
"Ngora District",2022,32,1047
"Ngora District",2022,33,703
"Ngora District",2022,34,921
"Ngora District",2022,35,850
"Ngora District",2022,36,761
"Ngora District",2022,37,1435
"Ngora District",2022,38,1465
"Ngora District",2022,39,1070
"Ngora District",2022,40,1233
"Ngora District",2022,41,902
"Ngora District",2022,42,980
"Ngora District",2022,43,1492
"Ngora District",2022,44,1158
"Ngora District",2022,45,983
"Ngora District",2022,47,810
"Ngora District",2022,49,1579
"Ngora District",2022,5,1428
"Ngora District",2022,50,456
"Ngora District",2022,52,555
"Ngora District",2022,6,677
"Ngora District",2022,7,866
"Ngora District",2022,8,1069
"Ngora District",2022,9,1084
"Wakiso District",2022,10,2227
"Bulambuli District",2022,1,410
"Bulambuli District",2022,10,353
"Bulambuli District",2022,11,449
"Bulambuli District",2022,12,479
"Bulambuli District",2022,13,292
"Bulambuli District",2022,15,377
"Bulambuli District",2022,16,423
"Bulambuli District",2022,17,447
"Bulambuli District",2022,18,442
"Bulambuli District",2022,2,377
"Bulambuli District",2022,28,630
"Bulambuli District",2022,29,718
"Bulambuli District",2022,3,307
"Bulambuli District",2022,30,758
"Bulambuli District",2022,31,524
"Bulambuli District",2022,33,534
"Bulambuli District",2022,34,606
"Bulambuli District",2022,35,745
"Bulambuli District",2022,36,927
"Bulambuli District",2022,37,734
"Bulambuli District",2022,38,876
"Bulambuli District",2022,4,251
"Bulambuli District",2022,40,726
"Bulambuli District",2022,41,462
"Bulambuli District",2022,42,472
"Bulambuli District",2022,44,516
"Bulambuli District",2022,45,481
"Bulambuli District",2022,46,300
"Bulambuli District",2022,48,1079
"Bulambuli District",2022,51,343
"Bulambuli District",2022,52,349
"Bulambuli District",2022,6,279
"Bulambuli District",2022,7,127
"Bulambuli District",2022,8,174
"Bulambuli District",2022,9,186
"Namisindwa District",2022,10,1327
"Namisindwa District",2022,11,899
"Namisindwa District",2022,12,920
"Namisindwa District",2022,17,751
"Namisindwa District",2022,18,632
"Namisindwa District",2022,19,900
"Namisindwa District",2022,20,269
"Namisindwa District",2022,21,612
"Namisindwa District",2022,22,562
"Namisindwa District",2022,23,663
"Namisindwa District",2022,25,791
"Namisindwa District",2022,26,876
"Namisindwa District",2022,27,1149
"Namisindwa District",2022,28,975
"Namisindwa District",2022,29,1354
"Namisindwa District",2022,3,747
"Namisindwa District",2022,30,1076
"Namisindwa District",2022,32,825
"Namisindwa District",2022,33,917
"Namisindwa District",2022,34,1062
"Namisindwa District",2022,35,706
"Namisindwa District",2022,36,685
"Namisindwa District",2022,37,859
"Namisindwa District",2022,39,374
"Namisindwa District",2022,4,933
"Namisindwa District",2022,42,436
"Namisindwa District",2022,43,290
"Namisindwa District",2022,44,293
"Namisindwa District",2022,45,351
"Namisindwa District",2022,5,495
"Namisindwa District",2022,50,408
"Namisindwa District",2022,6,707
"Namisindwa District",2022,7,612
"Namisindwa District",2022,8,633
"Namisindwa District",2022,9,694
"Jinja District",2022,17,1004
"Jinja District",2022,3,812
"Jinja District",2022,4,953
"Jinja District",2022,5,850
"Kanungu District",2022,20,845
"Kanungu District",2022,51,877
"Sheema District",2022,32,45
"Sheema District",2022,36,44
"Sheema District",2022,47,102
"Bukedea District",2022,11,886
"Bukedea District",2022,12,1199
"Bukedea District",2022,13,435
"Bukedea District",2022,14,393
"Bukedea District",2022,30,1449
"Bukedea District",2022,8,1136
"Kitgum District",2022,1,1315
"Kitgum District",2022,10,2368
"Kitgum District",2022,11,2336
"Kitgum District",2022,12,1455
"Kitgum District",2022,13,1173
"Kitgum District",2022,14,1150
"Kitgum District",2022,15,1461
"Kitgum District",2022,16,1467
"Kitgum District",2022,17,2230
"Kitgum District",2022,18,2645
"Kitgum District",2022,19,4375
"Kitgum District",2022,2,1065
"Kitgum District",2022,20,5171
"Kitgum District",2022,21,4094
"Kitgum District",2022,22,4023
"Kitgum District",2022,23,4753
"Kitgum District",2022,24,5361
"Kitgum District",2022,25,4031
"Kitgum District",2022,26,3458
"Kitgum District",2022,27,3654
"Kitgum District",2022,28,2744
"Kitgum District",2022,29,3281
"Kitgum District",2022,3,1069
"Kitgum District",2022,30,5758
"Kitgum District",2022,31,5382
"Kitgum District",2022,32,5080
"Kitgum District",2022,33,3490
"Kitgum District",2022,34,3621
"Kitgum District",2022,36,2599
"Kitgum District",2022,37,2577
"Kitgum District",2022,38,2897
"Kitgum District",2022,4,1341
"Kitgum District",2022,41,4741
"Kitgum District",2022,42,4754
"Kitgum District",2022,44,3428
"Kitgum District",2022,45,3543
"Kitgum District",2022,47,2508
"Kitgum District",2022,48,2636
"Kitgum District",2022,49,2121
"Kitgum District",2022,5,1026
"Kitgum District",2022,50,1952
"Kitgum District",2022,51,1716
"Kitgum District",2022,52,1707
"Kitgum District",2022,6,1088
"Kitgum District",2022,7,844
"Kitgum District",2022,8,2807
"Kitgum District",2022,9,2514
"Bukomansimbi District",2022,1,1119
"Bukomansimbi District",2022,11,283
"Bukomansimbi District",2022,12,361
"Bukomansimbi District",2022,13,381
"Bukomansimbi District",2022,14,389
"Bukomansimbi District",2022,16,553
"Bukomansimbi District",2022,17,419
"Bukomansimbi District",2022,18,567
"Bukomansimbi District",2022,19,541
"Bukomansimbi District",2022,2,861
"Bukomansimbi District",2022,20,533
"Bukomansimbi District",2022,22,747
"Bukomansimbi District",2022,28,476
"Bukomansimbi District",2022,3,745
"Bukomansimbi District",2022,4,430
"Bukomansimbi District",2022,5,568
"Bukomansimbi District",2022,52,824
"Bukomansimbi District",2022,6,569
"Bukomansimbi District",2022,7,381
"Bukomansimbi District",2022,8,498
"Mukono District",2022,26,2378
"Gulu City",2022,2,692
"Gulu City",2022,47,1432
"Kiboga District",2022,12,622
"Kiboga District",2022,20,931
"Kiboga District",2022,21,1039
"Kiboga District",2022,22,1217
"Kiboga District",2022,23,1403
"Kiboga District",2022,24,1680
"Kiboga District",2022,32,415
"Kiboga District",2022,46,623
"Kiboga District",2022,7,897
"Kibaale District",2022,37,588
"Bugiri District",2022,43,2931
"Bugiri District",2022,8,1775
"Adjumani District",2022,19,4832
"Adjumani District",2022,21,2284
"Adjumani District",2022,22,2211
"Adjumani District",2022,23,3085
"Adjumani District",2022,24,3473
"Adjumani District",2022,29,4368
"Mbarara District",2022,13,154
"Mbarara District",2022,14,166
"Mbarara District",2022,39,224
"Mbarara District",2022,47,334
"Mbarara District",2022,50,216
"Kabarole District",2022,1,599
"Kabarole District",2022,10,640
"Kabarole District",2022,11,596
"Kabarole District",2022,12,449
"Kabarole District",2022,13,221
"Kabarole District",2022,14,337
"Kabarole District",2022,15,381
"Kabarole District",2022,16,458
"Kabarole District",2022,17,459
"Kabarole District",2022,18,850
"Kabarole District",2022,19,850
"Kabarole District",2022,2,354
"Kabarole District",2022,21,429
"Kabarole District",2022,24,1023
"Kabarole District",2022,25,618
"Kabarole District",2022,26,1172
"Kabarole District",2022,27,551
"Kabarole District",2022,28,989
"Kabarole District",2022,29,928
"Kabarole District",2022,30,966
"Kabarole District",2022,31,630
"Kabarole District",2022,32,486
"Kabarole District",2022,33,617
"Kabarole District",2022,34,585
"Kabarole District",2022,35,583
"Kabarole District",2022,36,542
"Kabarole District",2022,37,467
"Kabarole District",2022,38,524
"Kabarole District",2022,39,664
"Kabarole District",2022,4,476
"Kabarole District",2022,40,1093
"Kabarole District",2022,41,938
"Kabarole District",2022,42,837
"Kabarole District",2022,43,620
"Kabarole District",2022,44,669
"Kabarole District",2022,45,654
"Kabarole District",2022,47,696
"Kabarole District",2022,48,582
"Kabarole District",2022,49,297
"Kabarole District",2022,5,531
"Kabarole District",2022,50,351
"Kabarole District",2022,51,242
"Kabarole District",2022,52,142
"Kabarole District",2022,6,786
"Kabarole District",2022,8,817
"Kabarole District",2022,9,575
"Kagadi District",2022,10,691
"Kagadi District",2022,11,772
"Kagadi District",2022,13,240
"Kagadi District",2022,14,631
"Kagadi District",2022,16,1004
"Kagadi District",2022,17,1150
"Kagadi District",2022,23,168
"Kagadi District",2022,24,1676
"Kagadi District",2022,3,158
"Kagadi District",2022,39,427
"Kagadi District",2022,4,242
"Kagadi District",2022,46,210
"Kagadi District",2022,47,186
"Kagadi District",2022,9,858
"Gulu District",2022,1,1211
"Gulu District",2022,10,1441
"Gulu District",2022,11,1203
"Gulu District",2022,12,1308
"Gulu District",2022,13,1214
"Gulu District",2022,19,3301
"Gulu District",2022,2,877
"Gulu District",2022,20,3431
"Gulu District",2022,21,3029
"Gulu District",2022,22,2551
"Gulu District",2022,23,2971
"Gulu District",2022,24,3414
"Gulu District",2022,25,2737
"Gulu District",2022,26,2658
"Gulu District",2022,28,2170
"Gulu District",2022,3,1105
"Gulu District",2022,31,2376
"Gulu District",2022,32,2750
"Gulu District",2022,33,2516
"Gulu District",2022,34,2588
"Gulu District",2022,35,2019
"Gulu District",2022,36,1964
"Gulu District",2022,37,1752
"Gulu District",2022,38,1861
"Gulu District",2022,39,2453
"Gulu District",2022,4,1072
"Gulu District",2022,40,1683
"Gulu District",2022,42,3451
"Gulu District",2022,46,1701
"Gulu District",2022,49,1535
"Gulu District",2022,5,948
"Gulu District",2022,50,398
"Gulu District",2022,52,525
"Gulu District",2022,6,1500
"Gulu District",2022,7,1242
"Gulu District",2022,8,1791
"Gulu District",2022,9,1496
"Kole District",2022,34,2629
"Kole District",2022,52,619
"Hoima City",2022,1,306
"Hoima City",2022,11,201
"Hoima City",2022,12,192
"Hoima City",2022,13,111
"Hoima City",2022,14,177
"Hoima City",2022,15,149
"Hoima City",2022,17,325
"Hoima City",2022,2,227
"Hoima City",2022,28,210
"Hoima City",2022,29,309
"Hoima City",2022,30,272
"Hoima City",2022,31,292
"Hoima City",2022,33,173
"Hoima City",2022,36,247
"Hoima City",2022,37,307
"Hoima City",2022,38,414
"Hoima City",2022,4,294
"Hoima City",2022,40,375
"Hoima City",2022,5,263
"Hoima City",2022,52,186
"Hoima City",2022,7,343
"Hoima City",2022,8,307
"Kikuube District",2022,11,1945
"Kikuube District",2022,22,2625
"Kikuube District",2022,23,3710
"Kikuube District",2022,24,3955
"Kikuube District",2022,6,2514
"Kikuube District",2022,9,1621
"Wakiso District",2022,5,2526
"Apac District",2022,17,1654
"Apac District",2022,24,3199
"Apac District",2022,31,2682
"Apac District",2022,33,2145
"Apac District",2022,36,1974
"Apac District",2022,38,2007
"Apac District",2022,39,2704
"Apac District",2022,40,2224
"Apac District",2022,42,3728
"Apac District",2022,46,2102
"Apac District",2022,52,2196
"Apac District",2022,8,1404
"Rukiga District",2022,1,375
"Rukiga District",2022,10,183
"Rukiga District",2022,12,138
"Rukiga District",2022,15,138
"Rukiga District",2022,17,158
"Rukiga District",2022,2,217
"Rukiga District",2022,20,183
"Rukiga District",2022,22,183
"Rukiga District",2022,24,206
"Rukiga District",2022,25,188
"Rukiga District",2022,26,134
"Rukiga District",2022,27,108
"Rukiga District",2022,3,227
"Rukiga District",2022,32,97
"Rukiga District",2022,35,76
"Rukiga District",2022,36,73
"Rukiga District",2022,39,86
"Rukiga District",2022,4,244
"Rukiga District",2022,42,90
"Rukiga District",2022,43,133
"Rukiga District",2022,44,96
"Rukiga District",2022,45,153
"Rukiga District",2022,49,94
"Rukiga District",2022,50,119
"Rukiga District",2022,51,126
"Rukiga District",2022,6,254
"Rukiga District",2022,8,206
"Rukiga District",2022,9,257
"Kwania District",2022,23,2333
"Kwania District",2022,24,2159
"Kagadi District",2022,35,467
"Kagadi District",2022,36,718
"Kagadi District",2022,37,476
"Kagadi District",2022,38,385
"Kole District",2022,8,1615
"Agago District",2022,2,1661
"Agago District",2022,3,908
"Agago District",2022,35,5310
"Agago District",2022,39,6239
"Budaka District",2022,22,2238
"Gomba District",2022,1,930
"Gomba District",2022,10,206
"Gomba District",2022,2,779
"Gomba District",2022,20,306
"Gomba District",2022,21,216
"Gomba District",2022,22,422
"Gomba District",2022,23,625
"Gomba District",2022,4,590
"Gomba District",2022,5,508
"Serere District",2022,11,2102
"Serere District",2022,13,676
"Serere District",2022,19,1033
"Serere District",2022,20,581
"Serere District",2022,21,450
"Serere District",2022,22,749
"Serere District",2022,23,1521
"Serere District",2022,24,2071
"Serere District",2022,25,2107
"Serere District",2022,26,2094
"Serere District",2022,27,1255
"Serere District",2022,29,2413
"Serere District",2022,31,1673
"Serere District",2022,45,2398
"Serere District",2022,7,1875
"Jinja District",2022,45,1146
"Jinja District",2022,48,2139
"Kassanda District",2022,1,283
"Kassanda District",2022,10,640
"Kassanda District",2022,11,747
"Kassanda District",2022,12,645
"Kassanda District",2022,13,411
"Kassanda District",2022,14,414
"Kassanda District",2022,15,454
"Kassanda District",2022,16,489
"Kassanda District",2022,17,671
"Kassanda District",2022,18,896
"Kassanda District",2022,19,1041
"Kassanda District",2022,2,257
"Kassanda District",2022,21,764
"Kassanda District",2022,22,754
"Kassanda District",2022,23,591
"Kassanda District",2022,25,802
"Kassanda District",2022,3,343
"Kassanda District",2022,4,296
"Kassanda District",2022,41,1353
"Kassanda District",2022,42,1320
"Kassanda District",2022,43,1291
"Kassanda District",2022,44,1646
"Kassanda District",2022,46,656
"Kassanda District",2022,48,1235
"Kassanda District",2022,5,590
"Kassanda District",2022,6,657
"Kassanda District",2022,7,623
"Kassanda District",2022,8,845
"Kassanda District",2022,9,644
"Lwengo District",2022,1,1715
"Lwengo District",2022,10,1076
"Lwengo District",2022,11,929
"Lwengo District",2022,12,955
"Lwengo District",2022,13,788
"Lwengo District",2022,14,982
"Lwengo District",2022,15,743
"Lwengo District",2022,16,1313
"Lwengo District",2022,17,1255
"Lwengo District",2022,18,1884
"Lwengo District",2022,19,1765
"Lwengo District",2022,2,1734
"Lwengo District",2022,20,590
"Lwengo District",2022,21,1309
"Lwengo District",2022,23,1562
"Lwengo District",2022,25,2321
"Lwengo District",2022,26,2067
"Lwengo District",2022,27,1864
"Lwengo District",2022,28,1366
"Lwengo District",2022,29,1066
"Lwengo District",2022,3,1293
"Lwengo District",2022,30,836
"Lwengo District",2022,31,769
"Lwengo District",2022,32,559
"Lwengo District",2022,33,522
"Lwengo District",2022,34,443
"Lwengo District",2022,35,442
"Lwengo District",2022,36,506
"Lwengo District",2022,39,1060
"Lwengo District",2022,4,1285
"Lwengo District",2022,40,935
"Lwengo District",2022,42,1570
"Lwengo District",2022,43,1485
"Lwengo District",2022,44,1768
"Lwengo District",2022,45,1747
"Lwengo District",2022,46,1199
"Lwengo District",2022,47,538
"Lwengo District",2022,48,920
"Lwengo District",2022,49,1070
"Lwengo District",2022,5,1042
"Lwengo District",2022,51,646
"Lwengo District",2022,52,1239
"Lwengo District",2022,6,1036
"Lwengo District",2022,7,875
"Lwengo District",2022,8,1203
"Lwengo District",2022,9,1083
"Pader District",2022,27,3317
"Rukungiri District",2022,14,418
"Rukungiri District",2022,32,416
"Rukungiri District",2022,41,787
"Rukungiri District",2022,43,735
"Rukungiri District",2022,45,945
"Rukungiri District",2022,48,432
"Rukungiri District",2022,50,515
"Rukungiri District",2022,52,466
"Namayingo District",2022,11,1983
"Namayingo District",2022,12,1339
"Namayingo District",2022,14,1022
"Namayingo District",2022,15,1120
"Namayingo District",2022,16,1043
"Namayingo District",2022,17,1210
"Namayingo District",2022,18,688
"Namayingo District",2022,30,2400
"Namayingo District",2022,8,2166
"Mpigi District",2022,13,488
"Mpigi District",2022,14,535
"Mpigi District",2022,15,634
"Mpigi District",2022,16,517
"Mpigi District",2022,17,716
"Mpigi District",2022,19,827
"Mpigi District",2022,20,633
"Mpigi District",2022,21,745
"Mpigi District",2022,22,960
"Mpigi District",2022,4,450
"Mpigi District",2022,7,233
"Mpigi District",2022,9,433
"Lira District",2022,2,385
"Buikwe District",2022,10,1181
"Buikwe District",2022,29,1811
"Buikwe District",2022,32,751
"Buikwe District",2022,8,1517
"Soroti District",2022,15,919
"Soroti District",2022,21,1494
"Soroti District",2022,46,937
"Mubende District",2022,23,1270
"Mubende District",2022,30,1247
"Mubende District",2022,46,940
"Luuka District",2022,10,3398
"Luuka District",2022,21,2555
"Luuka District",2022,3,1673
"Luuka District",2022,31,2363
"Luuka District",2022,33,2305
"Luuka District",2022,38,3100
"Luuka District",2022,4,2582
"Luuka District",2022,43,1453
"Luuka District",2022,46,1504
"Luuka District",2022,51,1240
"Bulambuli District",2022,19,535
"Bulambuli District",2022,24,637
"Bulambuli District",2022,25,438
"Bulambuli District",2022,26,688
"Bulambuli District",2022,27,596
"Bulambuli District",2022,43,504
"Bulambuli District",2022,47,877
"Bulambuli District",2022,49,781
"Bulambuli District",2022,5,275
"Koboko District",2022,1,853
"Koboko District",2022,14,791
"Koboko District",2022,20,1071
"Koboko District",2022,22,2141
"Koboko District",2022,24,2671
"Koboko District",2022,26,1371
"Koboko District",2022,4,1172
"Koboko District",2022,43,2888
"Koboko District",2022,46,1430
"Koboko District",2022,6,970
"Koboko District",2022,9,726
"Kalungu District",2022,1,673
"Kalungu District",2022,10,371
"Kalungu District",2022,12,404
"Kalungu District",2022,14,413
"Kalungu District",2022,15,345
"Kalungu District",2022,17,596
"Kalungu District",2022,18,594
"Kalungu District",2022,2,575
"Kalungu District",2022,22,735
"Kalungu District",2022,23,821
"Kalungu District",2022,24,887
"Kalungu District",2022,26,708
"Kalungu District",2022,29,439
"Kalungu District",2022,30,551
"Kalungu District",2022,31,213
"Kalungu District",2022,32,263
"Kalungu District",2022,33,338
"Kalungu District",2022,34,472
"Kalungu District",2022,37,510
"Kalungu District",2022,39,771
"Kalungu District",2022,40,805
"Kalungu District",2022,41,821
"Kalungu District",2022,43,1085
"Kalungu District",2022,44,1099
"Kalungu District",2022,47,977
"Kalungu District",2022,6,444
"Kalungu District",2022,7,439
"Kalungu District",2022,9,530
"Kapchorwa District",2022,20,58
"Kapchorwa District",2022,21,49
"Kapchorwa District",2022,22,74
"Kapchorwa District",2022,23,119
"Kapchorwa District",2022,28,103
"Soroti City",2022,11,639
"Soroti City",2022,2,581
"Soroti City",2022,34,975
"Koboko District",2022,11,1307
"Rwampara District",2022,15,144
"Rwampara District",2022,18,71
"Rwampara District",2022,25,96
"Rwampara District",2022,27,107
"Rwampara District",2022,30,120
"Rwampara District",2022,31,88
"Rwampara District",2022,32,11
"Rwampara District",2022,34,96
"Rwampara District",2022,35,98
"Rwampara District",2022,36,108
"Rwampara District",2022,38,104
"Rwampara District",2022,40,115
"Rwampara District",2022,46,69
"Rwampara District",2022,47,72
"Rwampara District",2022,51,35
"Rwampara District",2022,6,33
"Rwampara District",2022,7,25
"Bunyangabu District",2022,27,786
"Bunyangabu District",2022,45,334
"Bunyangabu District",2022,46,190
"Kyenjojo District",2022,12,851
"Kyenjojo District",2022,18,1817
"Kyenjojo District",2022,19,2788
"Kyenjojo District",2022,20,1092
"Kyenjojo District",2022,21,1409
"Kyenjojo District",2022,22,2034
"Kyenjojo District",2022,24,3523
"Kyenjojo District",2022,25,3604
"Kyenjojo District",2022,28,2567
"Kyenjojo District",2022,29,2771
"Kyenjojo District",2022,30,2035
"Kyenjojo District",2022,33,1101
"Kyenjojo District",2022,34,1106
"Kyenjojo District",2022,35,1191
"Kyenjojo District",2022,36,1589
"Kyenjojo District",2022,39,1445
"Kyenjojo District",2022,44,3160
"Kyenjojo District",2022,45,2340
"Kyenjojo District",2022,46,1303
"Kyenjojo District",2022,48,2005
"Kyenjojo District",2022,49,1519
"Kyenjojo District",2022,50,1334
"Kyenjojo District",2022,51,532
"Kyenjojo District",2022,52,806
"Kyenjojo District",2022,9,1215
"Sironko District",2022,10,651
"Sironko District",2022,20,423
"Sironko District",2022,22,542
"Sironko District",2022,23,947
"Sironko District",2022,34,840
"Sironko District",2022,6,777
"Kabale District",2022,12,79
"Kabale District",2022,16,65
"Kabale District",2022,17,73
"Kabale District",2022,18,83
"Kabale District",2022,19,88
"Kabale District",2022,22,123
"Kabale District",2022,23,167
"Kabale District",2022,24,136
"Kabale District",2022,25,131
"Kabale District",2022,27,111
"Kabale District",2022,33,89
"Kabale District",2022,34,87
"Kabale District",2022,35,87
"Kabale District",2022,42,109
"Kabale District",2022,44,70
"Kabale District",2022,45,111
"Kabale District",2022,47,88
"Kabale District",2022,48,155
"Kabale District",2022,49,108
"Bundibugyo District",2022,20,2880
"Bundibugyo District",2022,40,3278
"Bundibugyo District",2022,42,2578
"Bundibugyo District",2022,45,2043
"Bundibugyo District",2022,47,1581
"Bundibugyo District",2022,48,1332
"Bundibugyo District",2022,50,1206
"Bundibugyo District",2022,51,1143
"Kumi District",2022,1,2468
"Kumi District",2022,10,2242
"Kumi District",2022,11,2262
"Kumi District",2022,12,1994
"Kumi District",2022,13,1362
"Kumi District",2022,14,1128
"Kumi District",2022,15,1223
"Kumi District",2022,16,1590
"Kumi District",2022,17,1738
"Kumi District",2022,18,2543
"Kumi District",2022,19,2149
"Kumi District",2022,21,1617
"Kumi District",2022,22,2291
"Kumi District",2022,23,2229
"Kumi District",2022,24,3733
"Kumi District",2022,25,4559
"Kumi District",2022,28,2812
"Kumi District",2022,29,2842
"Kumi District",2022,3,1594
"Kumi District",2022,30,3231
"Kumi District",2022,31,3279
"Kumi District",2022,32,3789
"Kumi District",2022,33,2550
"Kumi District",2022,34,3217
"Kumi District",2022,35,3258
"Kumi District",2022,36,2853
"Kumi District",2022,37,3407
"Kumi District",2022,39,3270
"Kumi District",2022,4,2177
"Kumi District",2022,40,2936
"Kumi District",2022,42,3517
"Kumi District",2022,44,2513
"Kumi District",2022,47,3220
"Kumi District",2022,48,2838
"Kumi District",2022,5,2156
"Kumi District",2022,50,4701
"Kumi District",2022,51,3318
"Kumi District",2022,52,3912
"Kumi District",2022,7,1353
"Kumi District",2022,8,2129
"Bushenyi District",2022,14,389
"Bushenyi District",2022,15,450
"Bushenyi District",2022,17,326
"Bushenyi District",2022,38,576
"Bushenyi District",2022,39,615
