"district","year","week","total_cases"
"Bududa District",2022,21,1054
"Bududa District",2022,22,774
"Bududa District",2022,23,849
"Bududa District",2022,24,792
"Bududa District",2022,25,855
"Bududa District",2022,26,997
"Bududa District",2022,27,845
"Bududa District",2022,28,846
"Bududa District",2022,29,766
"Bududa District",2022,3,412
"Bududa District",2022,31,670
"Bududa District",2022,33,605
"Bududa District",2022,35,724
"Bududa District",2022,36,831
"Bududa District",2022,37,551
"Bududa District",2022,38,603
"Bududa District",2022,39,502
"Bududa District",2022,4,394
"Bududa District",2022,40,417
"Bududa District",2022,41,315
"Bududa District",2022,42,357
"Bududa District",2022,43,299
"Bududa District",2022,44,281
"Bududa District",2022,45,289
"Bududa District",2022,49,368
"Bududa District",2022,5,430
"Bududa District",2022,51,336
"Bududa District",2022,52,240
"Bududa District",2022,6,381
"Bududa District",2022,7,311
"Bududa District",2022,8,398
"Bududa District",2022,9,466
"Mbale District",2022,14,733
"Mbale District",2022,21,527
"Mbale District",2022,34,1202
"Mbale District",2022,36,1403
"Mbale District",2022,47,944
"Mbale District",2022,49,980
"Kikuube District",2022,21,2522
"Zombo District",2022,46,862
"Zombo District",2022,48,1655
"Kyegegwa District",2022,1,1462
"Kyegegwa District",2022,12,893
"Kyegegwa District",2022,2,785
"Kyegegwa District",2022,22,1699
"Kyegegwa District",2022,23,2191
"Kyegegwa District",2022,24,2383
"Kyegegwa District",2022,25,2433
"Kyegegwa District",2022,27,2068
"Kyegegwa District",2022,3,890
"Kyegegwa District",2022,4,1143
"Kyegegwa District",2022,40,3076
"Kyegegwa District",2022,43,2274
"Kyegegwa District",2022,44,2954
"Kyegegwa District",2022,47,1882
"Kyegegwa District",2022,48,2903
"Kyegegwa District",2022,49,2713
"Kyegegwa District",2022,51,1471
"Ibanda District",2022,21,840
"Ibanda District",2022,25,1424
"Nakasongola District",2022,46,1012
"Mubende District",2022,1,645
"Mubende District",2022,13,307
"Mubende District",2022,15,407
"Namutumba District",2022,17,1641
"Moyo District",2022,21,244
"Moyo District",2022,24,371
"Rukungiri District",2022,20,241
"Katakwi District",2022,10,1630
"Katakwi District",2022,20,346
"Katakwi District",2022,21,238
"Katakwi District",2022,22,344
"Katakwi District",2022,23,2230
"Katakwi District",2022,24,2447
"Katakwi District",2022,25,2541
"Katakwi District",2022,26,2543
"Katakwi District",2022,50,1797
"Napak District",2022,1,1138
"Napak District",2022,13,376
"Napak District",2022,15,446
"Napak District",2022,17,557
"Napak District",2022,18,356
"Napak District",2022,19,648
"Napak District",2022,6,483
"Mitooma District",2022,10,486
"Mitooma District",2022,12,494
"Mitooma District",2022,21,385
"Mitooma District",2022,25,360
"Mitooma District",2022,29,567
"Mitooma District",2022,30,408
"Mitooma District",2022,8,592
"Katakwi District",2022,1,2156
"Kitagwenda District",2022,17,595
"Kitagwenda District",2022,20,302
"Kitagwenda District",2022,23,914
"Kitagwenda District",2022,29,1164
"Kitagwenda District",2022,30,781
"Kitagwenda District",2022,32,671
"Kitagwenda District",2022,34,352
"Kitagwenda District",2022,49,629
"Kitagwenda District",2022,51,494
"Mbale City",2022,20,829
"Kaliro District",2022,10,1583
"Kaliro District",2022,27,3708
"Jinja City",2022,21,307
"Jinja City",2022,5,304
"Lwengo District",2022,38,703
"Ibanda District",2022,11,801
"Ibanda District",2022,17,1142
"Ibanda District",2022,36,1100
"Kumi District",2022,20,1422
"Kumi District",2022,38,4197
"Kumi District",2022,43,3022
"Kumi District",2022,45,2420
"Kumi District",2022,49,3432
"Kakumiro District",2022,37,1096
"Kakumiro District",2022,39,1122
"Kakumiro District",2022,47,1278
"Kakumiro District",2022,49,1438
"Kaabong District",2022,32,1206
"Kassanda District",2022,52,291
"Moroto District",2022,21,759
"Moroto District",2022,50,632
"Rubirizi District",2022,11,146
"Rubirizi District",2022,16,173
"Rubirizi District",2022,17,274
"Rubirizi District",2022,18,308
"Rubirizi District",2022,19,340
"Rubirizi District",2022,27,324
"Rubirizi District",2022,29,424
"Rubirizi District",2022,30,352
"Rubirizi District",2022,31,272
"Rubirizi District",2022,32,380
"Rubirizi District",2022,33,219
"Rubirizi District",2022,35,269
"Rubirizi District",2022,36,387
"Rubirizi District",2022,38,209
"Rubirizi District",2022,41,421
"Rubirizi District",2022,42,289
"Rubirizi District",2022,43,240
"Rubirizi District",2022,45,214
"Rubirizi District",2022,46,131
"Rubirizi District",2022,48,420
"Rubirizi District",2022,49,461
"Rubirizi District",2022,50,448
"Rubirizi District",2022,52,383
"Kotido District",2022,10,989
"Kotido District",2022,14,879
"Kotido District",2022,28,1575
"Kotido District",2022,34,2094
"Kotido District",2022,39,2588
"Kotido District",2022,4,825
"Kotido District",2022,41,1971
"Kotido District",2022,43,1741
"Kotido District",2022,44,1804
"Kotido District",2022,45,1983
"Kotido District",2022,46,1128
"Kotido District",2022,49,1566
"Kotido District",2022,9,724
"Kotido District",2022,18,1161
"Kotido District",2022,21,583
"Kotido District",2022,26,1629
"Kotido District",2022,42,2192
"Kotido District",2022,47,1427
"Kotido District",2022,48,1908
"Kotido District",2022,51,359
"Kotido District",2022,52,682
"Kumi District",2022,2,1448
"Kumi District",2022,27,1605
"Kumi District",2022,46,311
"Nakapiripirit District",2022,1,619
"Nakapiripirit District",2022,2,339
"Nakapiripirit District",2022,43,589
"Nakapiripirit District",2022,46,337
"Bududa District",2022,30,692
"Bududa District",2022,32,656
"Bududa District",2022,34,711
"Bududa District",2022,47,399
"Bududa District",2022,48,426
"Bududa District",2022,50,287
"Rubirizi District",2022,13,95
"Rubirizi District",2022,14,133
"Rubirizi District",2022,15,132
"Rubirizi District",2022,28,154
"Rubirizi District",2022,34,243
"Rubirizi District",2022,39,478
"Rubirizi District",2022,40,537
"Rubirizi District",2022,44,307
"Rubirizi District",2022,47,352
"Rubirizi District",2022,51,204
"Rukiga District",2022,18,155
"Rukiga District",2022,23,151
"Rukiga District",2022,28,114
"Rukiga District",2022,29,161
"Rukiga District",2022,30,109
"Rukiga District",2022,31,81
"Rukiga District",2022,33,112
"Rukiga District",2022,34,90
"Rukiga District",2022,41,87
"Rukiga District",2022,48,118
"Rukiga District",2022,52,120
"Rukiga District",2022,7,275
"Kiryandongo District",2022,48,1611
"Kiryandongo District",2022,49,1173
"Kiryandongo District",2022,50,1059
"Mubende District",2022,22,814
"Kween District",2022,1,231
"Kween District",2022,10,284
"Kween District",2022,11,311
"Kween District",2022,12,414
"Kween District",2022,13,228
"Kween District",2022,14,229
"Kween District",2022,15,192
"Kween District",2022,16,126
"Kween District",2022,17,194
"Kween District",2022,18,162
"Kween District",2022,2,164
"Kween District",2022,27,314
"Kween District",2022,28,310
"Kween District",2022,29,354
"Kween District",2022,3,134
"Kween District",2022,31,361
"Kween District",2022,32,277
"Kween District",2022,33,236
"Kween District",2022,34,309
"Kween District",2022,35,232
"Kween District",2022,36,313
"Kween District",2022,37,334
"Kween District",2022,38,305
"Kween District",2022,39,310
"Kween District",2022,4,171
"Kween District",2022,40,337
"Kween District",2022,41,267
"Kween District",2022,42,200
"Kween District",2022,43,273
"Kween District",2022,45,133
"Kween District",2022,48,289
"Kween District",2022,5,119
"Kween District",2022,50,203
"Kween District",2022,51,328
"Kween District",2022,7,112
"Kween District",2022,8,150
"Kween District",2022,9,202
"Bududa District",2022,46,133
"Butambala District",2022,20,300
"Mbarara City",2022,1,145
"Mbarara City",2022,10,132
"Mbarara City",2022,11,130
"Mbarara City",2022,14,115
"Mbarara City",2022,15,123
"Mbarara City",2022,16,121
"Mbarara City",2022,18,161
"Mbarara City",2022,19,185
"Mbarara City",2022,20,95
"Mbarara City",2022,21,139
"Mbarara City",2022,22,106
"Mbarara City",2022,23,183
"Mbarara City",2022,24,163
"Mbarara City",2022,25,170
"Mbarara City",2022,27,154
"Mbarara City",2022,28,157
"Mbarara City",2022,31,101
"Mbarara City",2022,33,124
"Mbarara City",2022,34,96
"Mbarara City",2022,35,108
"Mbarara City",2022,38,111
"Mbarara City",2022,44,129
"Mbarara City",2022,49,181
"Mbarara City",2022,50,192
"Mbarara City",2022,7,166
"Mbarara City",2022,8,171
"Mbarara City",2022,9,112
"Manafwa District",2022,1,884
"Manafwa District",2022,18,633
"Manafwa District",2022,20,821
"Manafwa District",2022,25,1586
"Manafwa District",2022,45,547
"Manafwa District",2022,47,571
"Manafwa District",2022,48,557
"Manafwa District",2022,51,79
"Kagadi District",2022,22,224
"Nebbi District",2022,12,1973
"Nebbi District",2022,17,2375
"Nebbi District",2022,32,2619
"Nebbi District",2022,47,2604
"Abim District",2022,15,714
"Abim District",2022,16,738
"Abim District",2022,18,1013
"Abim District",2022,19,1224
"Abim District",2022,20,1011
"Abim District",2022,21,1121
"Abim District",2022,22,1332
"Abim District",2022,23,1987
"Abim District",2022,24,3438
"Abim District",2022,25,2524
"Abim District",2022,26,1636
"Abim District",2022,27,957
"Abim District",2022,29,1741
"Abim District",2022,30,2179
"Abim District",2022,31,1345
"Abim District",2022,32,1648
"Abim District",2022,33,1238
"Abim District",2022,34,983
"Abim District",2022,35,778
"Abim District",2022,36,1077
"Abim District",2022,37,1338
"Abim District",2022,38,1821
"Abim District",2022,39,1094
"Abim District",2022,41,749
"Abim District",2022,42,1298
"Abim District",2022,43,1058
"Abim District",2022,44,1036
"Abim District",2022,45,895
"Abim District",2022,47,699
"Abim District",2022,48,1239
"Abim District",2022,49,1078
"Abim District",2022,5,678
"Abim District",2022,50,714
"Abim District",2022,52,463
"Abim District",2022,6,766
"Abim District",2022,9,865
"Kaliro District",2022,2,2226
"Kaliro District",2022,28,2817
"Fort Portal City",2022,19,229
"Fort Portal City",2022,20,238
"Fort Portal City",2022,51,262
"Bukwo District",2022,1,124
"Bukwo District",2022,10,211
"Bukwo District",2022,11,168
"Bukwo District",2022,12,272
"Bukwo District",2022,13,249
"Bukwo District",2022,14,201
"Bukwo District",2022,15,179
"Bukwo District",2022,17,98
"Bukwo District",2022,18,121
"Bukwo District",2022,19,154
"Bukwo District",2022,2,109
"Bukwo District",2022,22,96
"Bukwo District",2022,25,64
"Bukwo District",2022,26,84
"Bukwo District",2022,27,168
"Bukwo District",2022,28,240
"Bukwo District",2022,29,196
"Bukwo District",2022,3,126
"Bukwo District",2022,30,228
"Bukwo District",2022,31,140
"Bukwo District",2022,33,140
"Bukwo District",2022,34,92
"Bukwo District",2022,35,125
"Bukwo District",2022,36,138
"Bukwo District",2022,38,163
"Bukwo District",2022,39,111
"Bukwo District",2022,4,129
"Bukwo District",2022,45,62
"Bukwo District",2022,47,138
"Bukwo District",2022,48,223
"Bukwo District",2022,49,95
"Bukwo District",2022,5,72
"Bukwo District",2022,51,62
"Bukwo District",2022,6,106
"Bukwo District",2022,7,107
"Bukwo District",2022,8,96
"Bukwo District",2022,9,66
"Kakumiro District",2022,1,554
"Kakumiro District",2022,2,520
"Kakumiro District",2022,22,1981
"Kakumiro District",2022,3,468
"Kakumiro District",2022,5,774
"Kween District",2022,49,384
"Kween District",2022,6,138
"Kyegegwa District",2022,20,1776
"Kyegegwa District",2022,46,2632
"Kyegegwa District",2022,52,724
"Moroto District",2022,51,616
"Namisindwa District",2022,13,425
"Namisindwa District",2022,2,428
"Namisindwa District",2022,24,493
"Namisindwa District",2022,31,765
"Namisindwa District",2022,40,425
"Namisindwa District",2022,41,384
"Namisindwa District",2022,46,316
"Namisindwa District",2022,48,504
"Jinja District",2022,32,493
"Busia District",2022,20,1287
"Nakasongola District",2022,20,372
"Nakasongola District",2022,22,550
"Kween District",2022,20,79
"Fort Portal City",2022,21,320
"Butaleja District",2022,13,1961
"Butaleja District",2022,14,1678
"Butaleja District",2022,15,2262
"Butaleja District",2022,24,2742
"Butaleja District",2022,26,2697
"Butaleja District",2022,27,2209
"Butaleja District",2022,31,2752
"Butaleja District",2022,32,3181
"Butaleja District",2022,39,4123
"Butaleja District",2022,44,3374
"Kalaki District",2022,46,261
"Kazo District",2022,47,975
"Kakumiro District",2022,17,2354
"Kakumiro District",2022,19,1481
"Kakumiro District",2022,21,697
"Kakumiro District",2022,7,773
"Kakumiro District",2022,8,1104
"Kapchorwa District",2022,46,76
"Rubirizi District",2022,1,557
"Rubirizi District",2022,10,265
"Rubirizi District",2022,12,205
"Rubirizi District",2022,2,454
"Rubirizi District",2022,3,426
"Rubirizi District",2022,4,500
"Rubirizi District",2022,5,487
"Rubirizi District",2022,6,393
"Rubirizi District",2022,7,282
"Rubirizi District",2022,8,438
"Rubirizi District",2022,9,274
"Ibanda District",2022,46,1177
"Kalangala District",2022,20,129
"Moroto District",2022,15,696
"Nebbi District",2022,49,2709
"Arua City",2022,19,615
"Arua City",2022,21,342
"Arua City",2022,22,228
"Arua City",2022,23,382
"Arua City",2022,24,373
"Arua City",2022,28,249
"Arua City",2022,30,650
"Soroti City",2022,12,687
"Soroti City",2022,13,141
"Soroti City",2022,14,123
"Soroti City",2022,15,287
"Mitooma District",2022,19,376
"Mitooma District",2022,20,62
"Mitooma District",2022,4,534
"Mitooma District",2022,5,388
"Mitooma District",2022,7,524
"Mitooma District",2022,9,383
"Kakumiro District",2022,20,1058
"Pakwach District",2022,22,755
"Namisindwa District",2022,1,807
"Namisindwa District",2022,14,507
"Namisindwa District",2022,38,434
"Namisindwa District",2022,47,482
"Namisindwa District",2022,49,449
"Gomba District",2022,11,323
"Gomba District",2022,12,226
"Gomba District",2022,13,144
"Gomba District",2022,14,321
"Gomba District",2022,15,257
"Gomba District",2022,16,352
"Gomba District",2022,17,421
"Gomba District",2022,18,330
"Gomba District",2022,19,406
"Gomba District",2022,25,225
"Gomba District",2022,26,495
"Gomba District",2022,27,527
"Gomba District",2022,29,289
"Gomba District",2022,3,534
"Gomba District",2022,30,200
"Gomba District",2022,31,185
"Gomba District",2022,33,129
"Gomba District",2022,34,154
"Gomba District",2022,35,132
"Gomba District",2022,36,104
"Gomba District",2022,37,105
"Gomba District",2022,38,233
"Gomba District",2022,42,539
"Gomba District",2022,43,483
"Gomba District",2022,45,465
"Gomba District",2022,47,497
"Gomba District",2022,48,316
"Gomba District",2022,6,573
"Gomba District",2022,7,326
"Gomba District",2022,8,492
"Gomba District",2022,9,331
"Ntoroko District",2022,39,304
"Kamuli District",2022,21,787
"Soroti District",2022,14,364
"Ibanda District",2022,20,603
"Adjumani District",2022,46,1113
"Kibuku District",2022,50,4860
"Nebbi District",2022,27,1442
"Butaleja District",2022,30,3016
"Butaleja District",2022,35,2411
"Butaleja District",2022,36,2360
"Butaleja District",2022,43,3056
"Ibanda District",2022,22,719
"Kwania District",2022,25,969
"Bukedea District",2022,18,536
"Bukedea District",2022,23,540
"Buvuma District",2022,6,408
"Masaka City",2022,1,452
"Masaka City",2022,11,168
"Masaka City",2022,12,134
"Masaka City",2022,15,149
"Masaka City",2022,16,212
"Masaka City",2022,18,300
"Masaka City",2022,19,365
"Masaka City",2022,2,453
"Masaka City",2022,20,155
"Masaka City",2022,21,173
"Masaka City",2022,22,152
"Masaka City",2022,23,349
"Masaka City",2022,26,361
"Masaka City",2022,27,259
"Masaka City",2022,28,241
"Masaka City",2022,29,196
"Masaka City",2022,3,353
"Masaka City",2022,30,220
"Masaka City",2022,4,340
"Masaka City",2022,5,338
"Masaka City",2022,51,248
"Masaka City",2022,9,219
"Amudat District",2022,1,210
"Amudat District",2022,11,311
"Amudat District",2022,33,268
"Amudat District",2022,34,301
"Amudat District",2022,43,363
"Amudat District",2022,45,233
"Amudat District",2022,5,251
"Amudat District",2022,6,155
"Amuru District",2022,22,2969
"Amuru District",2022,46,2549
"Amuru District",2022,7,1296
"Kapchorwa District",2022,5,68
"Mbarara District",2022,21,28
"Buhweju District",2022,32,44
"Kassanda District",2022,32,469
"Kassanda District",2022,47,1124
"Kassanda District",2022,50,450
"Arua District",2022,13,154
"Arua District",2022,25,324
"Arua District",2022,46,275
"Arua District",2022,47,580
"Hoima City",2022,34,275
"Hoima City",2022,35,169
"Hoima City",2022,41,403
"Hoima City",2022,43,350
"Hoima City",2022,44,264
"Hoima City",2022,47,335
"Hoima City",2022,49,328
"Hoima City",2022,50,268
"Hoima City",2022,51,159
"Namutumba District",2022,21,344
"Namutumba District",2022,31,1836
"Bukwo District",2022,16,146
"Bukwo District",2022,40,60
"Bukwo District",2022,42,71
"Bukwo District",2022,46,19
"Ngora District",2022,21,750
"Ngora District",2022,22,944
"Ngora District",2022,23,1119
"Ngora District",2022,24,1566
"Alebtong District",2022,19,2915
"Kapelebyong District",2022,1,358
"Kapelebyong District",2022,14,204
"Kapelebyong District",2022,15,295
"Kapelebyong District",2022,16,294
"Kapelebyong District",2022,18,464
"Kapelebyong District",2022,29,554
"Kapelebyong District",2022,32,787
"Kapelebyong District",2022,37,1720
"Kapelebyong District",2022,45,739
"Kapelebyong District",2022,46,519
"Kapelebyong District",2022,48,755
"Kabarole District",2022,3,228
"Kiryandongo District",2022,10,954
"Kiryandongo District",2022,11,891
"Kiryandongo District",2022,14,634
"Kiryandongo District",2022,15,797
"Kiryandongo District",2022,16,1007
"Kiryandongo District",2022,28,2475
"Kiryandongo District",2022,29,1617
"Kiryandongo District",2022,30,1458
